expense_name,category,cost_in_rs,frequency,ground_truth_type,decision_time_sec,user_decision,correct
Mobile Recharge,Travel,11299,one-time,want,1.28,want,1
New Sneakers,Lifestyle,2344,weekly,want,2.87,want,1
Internet Plan,Food,1054,monthly,need,0.85,need,1
Rent,Housing,10723,one-time,need,3.12,need,1
Bus Pass,Entertainment,499,monthly,want,2.82,want,1
Concert Ticket,Medical,4063,monthly,need,3.13,need,1
Bus Pass,Housing,16561,weekly,need,2.74,need,1
Gadgets,Lifestyle,341,one-time,want,0.91,need,0
Laptop EMI,Food,1238,one-time,need,2.3,need,1
Online Course,Medical,4841,monthly,need,2.59,need,1
Snacks,Entertainment,1979,monthly,want,1.63,want,1
Phone EMI,Travel,14025,monthly,want,1.61,need,0
Internet Plan,Travel,13297,daily,want,1.1,want,1
Party Expenses,Education,7449,daily,need,2.32,need,1
Emergency Meds,Entertainment,2767,daily,want,2.23,want,1
Streaming Subscription,Lifestyle,2673,weekly,want,3.24,want,1
Online Course,Entertainment,2230,weekly,want,3.4,want,1
Water Bill,Travel,5954,daily,want,0.91,need,0
Health Insurance,Utilities,1191,one-time,need,2.09,need,1
Internet Plan,Travel,2302,weekly,want,1.42,want,1
Concert Ticket,Medical,1513,weekly,need,1.67,need,1
Hotel Stay,Entertainment,2031,monthly,want,3.18,want,1
Gift Purchase,Travel,11642,monthly,want,3.22,want,1
Gym Membership,Medical,2130,monthly,need,1.68,want,0
Clothes Shopping,Shopping,4902,weekly,want,2.62,want,1
Snacks,Medical,4469,monthly,need,3.0,need,1
Phone EMI,Housing,8559,monthly,need,1.96,need,1
Gym Membership,Food,1694,one-time,need,3.35,need,1
Bus Pass,Entertainment,2213,monthly,want,2.23,want,1
Doctor Visit,Utilities,2037,weekly,need,2.94,need,1
Gadgets,Medical,3961,weekly,need,3.23,need,1
Doctor Visit,Lifestyle,624,weekly,want,2.32,want,1
Emergency Meds,Food,1083,one-time,need,3.35,need,1
Internet Plan,Utilities,1609,one-time,need,2.41,need,1
Mobile Recharge,Utilities,592,monthly,need,1.81,want,0
Insurance Premium,Entertainment,1705,monthly,want,1.17,need,0
Party Expenses,Education,3980,monthly,need,1.97,want,0
Party Expenses,Housing,9639,weekly,need,1.2,want,0
Gift Purchase,Housing,7533,weekly,need,2.75,need,1
Fast Food,Housing,10257,monthly,need,2.36,need,1
Electricity Bill,Utilities,1914,daily,need,2.21,need,1
Coffee,Entertainment,2366,monthly,want,1.33,want,1
Gym Membership,Housing,7392,monthly,need,0.81,want,0
Rent,Entertainment,2528,monthly,want,1.47,want,1
Taxi Ride,Travel,2769,weekly,want,0.79,want,1
School Fees,Utilities,582,daily,need,3.39,need,1
Hotel Stay,Utilities,3631,daily,need,2.64,need,1
Gadgets,Shopping,4362,monthly,want,1.05,need,0
Fast Food,Food,2426,one-time,need,1.72,need,1
Mobile Recharge,Utilities,1232,one-time,need,2.34,need,1
Online Course,Lifestyle,2088,daily,want,2.44,want,1
Taxi Ride,Education,4924,daily,need,2.71,want,0
Snacks,Medical,1208,weekly,need,1.33,need,1
Doctor Visit,Lifestyle,2940,weekly,want,0.85,want,1
Laptop EMI,Food,1979,weekly,need,0.56,need,1
New Sneakers,Food,243,weekly,need,1.52,want,0
Online Course,Entertainment,1296,weekly,want,3.46,want,1
Salon Visit,Lifestyle,1488,weekly,want,1.94,want,1
New Sneakers,Medical,896,daily,need,1.15,want,0
Groceries,Food,2485,one-time,need,1.74,need,1
Insurance Premium,Entertainment,2446,weekly,want,1.22,want,1
Streaming Subscription,Utilities,3074,monthly,need,1.79,need,1
Electricity Bill,Entertainment,1407,monthly,want,2.01,want,1
Internet Plan,Entertainment,854,monthly,want,2.55,want,1
Mobile Recharge,Entertainment,1650,daily,want,2.91,want,1
Emergency Meds,Housing,7857,daily,need,1.22,need,1
Insurance Premium,Utilities,1836,daily,need,2.04,need,1
Concert Ticket,Education,8286,daily,need,0.54,need,1
Internet Plan,Lifestyle,2002,monthly,want,0.79,want,1
Emergency Meds,Shopping,1993,weekly,want,1.35,want,1
Petrol,Food,2294,daily,need,1.79,need,1
Hotel Stay,Food,286,weekly,need,2.34,need,1
Electricity Bill,Utilities,3687,monthly,need,2.08,need,1
Clothes Shopping,Housing,8065,daily,need,2.79,need,1
Water Bill,Education,7749,daily,need,1.42,need,1
Mobile Recharge,Travel,9818,daily,want,1.51,want,1
Health Insurance,Lifestyle,2031,one-time,want,0.68,need,0
Insurance Premium,Medical,3265,monthly,need,2.89,need,1
Rent,Housing,15118,weekly,need,2.68,want,0
Streaming Subscription,Education,16409,weekly,need,2.92,need,1
Laptop EMI,Utilities,3362,one-time,need,2.32,need,1
Medicines,Utilities,3760,monthly,need,2.5,need,1
Mobile Recharge,Utilities,2895,daily,need,0.57,need,1
Health Insurance,Shopping,5151,weekly,want,3.01,want,1
Emergency Meds,Travel,9785,daily,want,2.05,need,0
Gift Purchase,Lifestyle,740,one-time,want,2.79,need,0
Travel Tickets,Medical,4289,daily,need,1.21,need,1
Travel Tickets,Travel,5639,weekly,want,2.21,want,1
Gadgets,Utilities,3913,monthly,need,2.38,need,1
Movie Night,Utilities,1048,one-time,need,1.31,want,0
Groceries,Utilities,1764,monthly,need,1.11,need,1
Laptop EMI,Lifestyle,154,daily,want,2.75,want,1
Taxi Ride,Food,1345,weekly,need,2.56,want,0
Doctor Visit,Utilities,1617,one-time,need,1.94,need,1
Snacks,Entertainment,984,weekly,want,1.7,want,1
Water Bill,Housing,9567,one-time,need,0.6,need,1
Rent,Education,12947,weekly,need,2.9,need,1
Water Bill,Medical,4540,daily,need,0.54,need,1
Medicines,Utilities,1137,daily,need,1.47,need,1
Gadgets,Shopping,6869,daily,want,1.73,want,1
Doctor Visit,Education,8715,daily,need,3.04,need,1
Phone EMI,Utilities,3001,monthly,need,2.35,want,0
Gym Membership,Shopping,1287,one-time,want,2.89,want,1
Gym Membership,Medical,3662,weekly,need,0.85,want,0
Electricity Bill,Medical,3498,monthly,need,3.33,need,1
Groceries,Shopping,7522,daily,want,1.72,need,0
Travel Tickets,Travel,5241,monthly,want,3.13,need,0
Clothes Shopping,Shopping,4818,one-time,want,3.33,want,1
Travel Tickets,Education,1591,one-time,need,0.98,need,1
Internet Plan,Lifestyle,1490,weekly,want,2.82,need,0
Water Bill,Entertainment,2148,one-time,want,2.93,need,0
Emergency Meds,Medical,3140,monthly,need,1.13,need,1
Snacks,Housing,7704,monthly,need,3.15,need,1
Doctor Visit,Travel,5645,one-time,want,0.51,want,1
Concert Ticket,Lifestyle,2460,daily,want,0.89,want,1
Gym Membership,Travel,2115,daily,want,1.69,need,0
Fast Food,Travel,8958,monthly,want,2.85,need,0
Emergency Meds,Education,4127,monthly,need,3.5,want,0
Travel Tickets,Utilities,2608,daily,need,2.45,need,1
New Sneakers,Entertainment,212,one-time,want,3.11,need,0
Hotel Stay,Shopping,3285,monthly,want,3.25,want,1
Phone EMI,Lifestyle,839,one-time,want,2.16,need,0
Mobile Recharge,Travel,11379,daily,want,0.82,want,1
Travel Tickets,Entertainment,1174,monthly,want,1.28,want,1
Laptop EMI,Utilities,1598,weekly,need,2.86,need,1
Dining Out,Food,1620,one-time,need,3.45,need,1
Internet Plan,Education,2443,one-time,need,2.71,need,1
Electricity Bill,Education,15663,one-time,need,2.33,need,1
Rent,Lifestyle,2702,daily,want,3.44,want,1
Electricity Bill,Medical,318,weekly,need,2.58,need,1
Emergency Meds,Entertainment,413,daily,want,0.95,want,1
Water Bill,Housing,5394,daily,need,2.03,want,0
Phone EMI,Utilities,594,monthly,need,2.15,need,1
Emergency Meds,Entertainment,493,weekly,want,1.03,want,1
Laptop EMI,Utilities,3789,one-time,need,3.5,need,1
Groceries,Lifestyle,1082,weekly,want,1.9,want,1
Hotel Stay,Shopping,2945,monthly,want,3.37,want,1
Gadgets,Utilities,1338,one-time,need,3.02,need,1
Phone EMI,Entertainment,269,weekly,want,0.76,need,0
Coffee,Entertainment,2562,weekly,want,2.77,want,1
Travel Tickets,Utilities,711,daily,need,2.99,need,1
Snacks,Utilities,3473,weekly,need,1.56,need,1
Bus Pass,Lifestyle,1384,weekly,want,3.11,want,1
Petrol,Travel,4343,one-time,want,2.7,want,1
School Fees,Housing,5746,one-time,need,0.88,need,1
Groceries,Food,1231,monthly,need,0.78,need,1
Clothes Shopping,Travel,12959,monthly,want,2.99,want,1
Bus Pass,Education,16030,one-time,need,0.93,need,1
Rent,Housing,7618,monthly,need,1.27,need,1
Phone EMI,Housing,8094,weekly,need,0.61,need,1
New Sneakers,Utilities,2138,one-time,need,1.39,need,1
Electricity Bill,Housing,13615,daily,need,2.56,need,1
Online Course,Utilities,1730,one-time,need,1.2,want,0
Clothes Shopping,Utilities,740,monthly,need,1.2,need,1
Internet Plan,Travel,6940,weekly,want,1.46,want,1
Emergency Meds,Lifestyle,2857,weekly,want,2.65,want,1
Phone EMI,Travel,8457,daily,want,2.57,want,1
Mobile Recharge,Lifestyle,681,one-time,want,0.63,want,1
Concert Ticket,Utilities,585,monthly,need,1.98,need,1
Petrol,Utilities,3403,monthly,need,2.43,want,0
Fast Food,Entertainment,1715,weekly,want,1.34,want,1
Coffee,Lifestyle,922,one-time,want,1.35,want,1
Online Course,Shopping,1458,daily,want,2.64,want,1
Rent,Housing,14810,one-time,need,1.61,need,1
Snacks,Housing,17251,daily,need,3.18,need,1
Electricity Bill,Education,16241,weekly,need,2.03,need,1
Petrol,Travel,10031,daily,want,0.65,need,0
Fast Food,Shopping,6489,daily,want,3.09,need,0
School Fees,Housing,10269,one-time,need,2.94,want,0
Insurance Premium,Utilities,2168,one-time,need,2.62,need,1
Groceries,Lifestyle,990,monthly,want,2.92,want,1
Bus Pass,Shopping,1413,weekly,want,2.14,need,0
Streaming Subscription,Housing,18998,weekly,need,3.03,need,1
Movie Night,Housing,19177,daily,need,3.32,need,1
Rent,Medical,1549,one-time,need,2.2,need,1
Doctor Visit,Utilities,2173,weekly,need,2.23,need,1
Phone EMI,Medical,3198,daily,need,2.12,want,0
Internet Plan,Food,1559,one-time,need,1.98,need,1
Clothes Shopping,Entertainment,1972,daily,want,1.56,want,1
Hotel Stay,Housing,13305,one-time,need,2.77,need,1
Fast Food,Utilities,3132,weekly,need,2.78,want,0
Movie Night,Housing,6999,monthly,need,1.9,need,1
Salon Visit,Utilities,2177,weekly,need,1.68,want,0
Electricity Bill,Shopping,2819,weekly,want,2.39,want,1
Rent,Lifestyle,2820,monthly,want,3.2,want,1
Groceries,Lifestyle,864,weekly,want,3.27,want,1
Taxi Ride,Utilities,3476,one-time,need,2.87,need,1
Phone EMI,Medical,551,daily,need,3.5,need,1
Salon Visit,Medical,2815,weekly,need,2.07,need,1
Bus Pass,Shopping,5711,monthly,want,0.59,need,0
Streaming Subscription,Housing,19977,daily,need,1.29,need,1
Travel Tickets,Shopping,2846,monthly,want,3.18,want,1
Phone EMI,Education,11013,weekly,need,0.6,need,1
Emergency Meds,Utilities,498,monthly,need,2.92,need,1
Gadgets,Lifestyle,953,daily,want,1.02,want,1
Mobile Recharge,Utilities,2909,one-time,need,1.32,need,1
Petrol,Entertainment,2949,one-time,want,1.04,need,0
Rent,Housing,18578,daily,need,3.27,need,1
Gym Membership,Travel,2616,monthly,want,1.31,want,1
Insurance Premium,Education,10222,weekly,need,1.45,need,1
Salon Visit,Medical,2136,daily,need,0.63,need,1
Mobile Recharge,Utilities,2431,one-time,need,2.5,need,1
School Fees,Food,154,daily,need,2.81,need,1
Taxi Ride,Shopping,7148,weekly,want,2.81,want,1
Snacks,Travel,1428,weekly,want,3.15,want,1
Insurance Premium,Entertainment,1650,one-time,want,1.88,want,1
Online Course,Food,1619,weekly,need,0.57,need,1
School Fees,Entertainment,402,daily,want,2.03,need,0
Bus Pass,Education,14446,monthly,need,0.64,need,1
Health Insurance,Housing,13980,one-time,need,2.15,want,0
Party Expenses,Travel,10774,weekly,want,1.67,need,0
Petrol,Utilities,1020,daily,need,1.05,need,1
Clothes Shopping,Lifestyle,709,daily,want,1.79,want,1
Phone EMI,Travel,9573,one-time,want,0.73,want,1
Electricity Bill,Shopping,5274,one-time,want,1.2,need,0
Emergency Meds,Housing,7297,monthly,need,3.21,need,1
Health Insurance,Utilities,2188,monthly,need,1.89,need,1
Insurance Premium,Utilities,2831,daily,need,1.89,need,1
Gym Membership,Food,1152,weekly,need,2.64,need,1
Party Expenses,Travel,13810,monthly,want,2.39,want,1
Health Insurance,Travel,14532,daily,want,2.11,need,0
Taxi Ride,Education,3801,one-time,need,1.98,need,1
Phone EMI,Medical,3554,monthly,need,2.92,need,1
Rent,Travel,1858,weekly,want,1.99,want,1
Movie Night,Lifestyle,961,daily,want,2.88,want,1
Doctor Visit,Medical,1973,monthly,need,1.88,need,1
Electricity Bill,Housing,17013,daily,need,3.24,need,1
Mobile Recharge,Travel,12999,monthly,want,1.21,need,0
Electricity Bill,Shopping,4838,weekly,want,1.94,want,1
New Sneakers,Entertainment,950,monthly,want,3.12,need,0
Emergency Meds,Utilities,2198,weekly,need,1.6,need,1
Health Insurance,Entertainment,2855,daily,want,2.13,need,0
Internet Plan,Housing,14103,weekly,need,3.17,need,1
Taxi Ride,Education,1213,one-time,need,1.11,need,1
Party Expenses,Shopping,452,weekly,want,0.58,want,1
Coffee,Lifestyle,908,monthly,want,1.93,need,0
School Fees,Travel,6831,daily,want,0.54,want,1
Salon Visit,Entertainment,2955,daily,want,3.17,want,1
New Sneakers,Entertainment,2370,monthly,want,2.33,want,1
Online Course,Food,412,weekly,need,3.36,want,0
Insurance Premium,Entertainment,1332,weekly,want,3.41,want,1
Dining Out,Food,2345,one-time,need,2.64,need,1
Health Insurance,Housing,8018,daily,need,0.81,want,0
Party Expenses,Entertainment,2052,one-time,want,1.11,want,1
Hotel Stay,Food,1162,one-time,need,2.24,need,1
Laptop EMI,Lifestyle,1519,one-time,want,1.35,want,1
Medicines,Lifestyle,2799,one-time,want,1.23,want,1
Bus Pass,Food,1567,daily,need,1.21,need,1
Mobile Recharge,Utilities,2281,one-time,need,2.18,need,1
Salon Visit,Travel,12033,one-time,want,0.97,need,0
Hotel Stay,Food,1537,daily,need,2.82,need,1
Dining Out,Food,649,daily,need,3.42,want,0
Health Insurance,Shopping,4162,monthly,want,1.9,want,1
Emergency Meds,Housing,12909,daily,need,2.94,need,1
Emergency Meds,Medical,1639,monthly,need,2.36,need,1
Emergency Meds,Housing,6132,one-time,need,1.19,want,0
Clothes Shopping,Travel,1719,one-time,want,0.73,want,1
Party Expenses,Entertainment,1054,monthly,want,0.54,want,1
Gadgets,Lifestyle,1926,one-time,want,2.31,want,1
School Fees,Travel,2162,weekly,want,3.32,need,0
Clothes Shopping,Food,1717,one-time,need,0.61,need,1
Medicines,Shopping,1950,one-time,want,1.26,want,1
Travel Tickets,Utilities,1918,daily,need,2.15,need,1
Hotel Stay,Medical,4317,one-time,need,0.63,need,1
Gift Purchase,Entertainment,467,weekly,want,3.23,want,1
Health Insurance,Utilities,936,daily,need,2.21,need,1
Groceries,Utilities,1762,one-time,need,0.96,need,1
Doctor Visit,Entertainment,2587,monthly,want,1.71,want,1
Groceries,Entertainment,1698,daily,want,2.42,need,0
Gym Membership,Entertainment,2515,daily,want,0.9,want,1
Clothes Shopping,Travel,8255,one-time,want,2.9,need,0
Hotel Stay,Travel,2778,daily,want,1.74,want,1
Clothes Shopping,Medical,3969,daily,need,2.29,need,1
Mobile Recharge,Education,14894,weekly,need,2.29,need,1
Taxi Ride,Housing,8838,weekly,need,0.81,want,0
Laptop EMI,Housing,15643,daily,need,2.92,want,0
Movie Night,Lifestyle,399,weekly,want,0.57,want,1
School Fees,Utilities,3775,daily,need,1.08,need,1
Coffee,Shopping,6839,weekly,want,1.01,want,1
Hotel Stay,Shopping,6398,monthly,want,2.68,need,0
Gym Membership,Food,1239,daily,need,1.32,want,0
Dining Out,Travel,14570,weekly,want,0.6,want,1
Streaming Subscription,Housing,10253,one-time,need,3.19,need,1
Internet Plan,Housing,19736,weekly,need,1.6,need,1
Groceries,Housing,16308,daily,need,2.65,need,1
Phone EMI,Lifestyle,2772,monthly,want,1.45,want,1
Online Course,Education,2031,weekly,need,1.3,need,1
Groceries,Travel,8940,daily,want,2.58,want,1
Taxi Ride,Utilities,1222,daily,need,1.53,need,1
Clothes Shopping,Entertainment,2216,daily,want,0.95,want,1
Groceries,Education,6196,daily,need,1.3,want,0
Medicines,Travel,10001,monthly,want,1.68,need,0
Party Expenses,Education,2713,one-time,need,1.34,want,0
Electricity Bill,Medical,4877,weekly,need,1.08,need,1
Salon Visit,Lifestyle,132,weekly,want,2.37,want,1
Health Insurance,Entertainment,767,weekly,want,1.14,want,1
Hotel Stay,Food,1828,daily,need,1.82,need,1
Groceries,Medical,1798,monthly,need,2.07,need,1
Dining Out,Food,1948,monthly,need,1.0,need,1
New Sneakers,Entertainment,2644,monthly,want,2.1,need,0
Streaming Subscription,Travel,4088,monthly,want,2.79,want,1
Snacks,Utilities,678,monthly,need,2.5,need,1
Groceries,Lifestyle,608,daily,want,2.53,want,1
Online Course,Entertainment,2033,weekly,want,1.22,need,0
Streaming Subscription,Education,2756,monthly,need,0.87,need,1
Salon Visit,Entertainment,1887,monthly,want,3.16,want,1
Movie Night,Lifestyle,1939,one-time,want,1.81,want,1
Salon Visit,Food,434,weekly,need,2.8,need,1
Online Course,Housing,13005,monthly,need,2.2,need,1
Movie Night,Entertainment,1383,daily,want,0.51,want,1
Coffee,Shopping,2338,monthly,want,3.16,want,1
Taxi Ride,Medical,2340,one-time,need,2.06,need,1
Mobile Recharge,Entertainment,1754,weekly,want,0.52,want,1
Party Expenses,Entertainment,540,monthly,want,2.33,want,1
Clothes Shopping,Entertainment,2844,weekly,want,2.83,need,0
School Fees,Utilities,903,weekly,need,2.57,want,0
Taxi Ride,Lifestyle,1925,daily,want,1.54,need,0
Medicines,Housing,19474,monthly,need,0.98,need,1
Phone EMI,Food,2435,daily,need,2.84,need,1
Petrol,Entertainment,1006,weekly,want,1.57,want,1
School Fees,Lifestyle,1343,monthly,want,0.79,want,1
Online Course,Lifestyle,2983,monthly,want,1.02,want,1
Party Expenses,Travel,10790,daily,want,3.11,want,1
Travel Tickets,Education,16457,one-time,need,2.38,want,0
Snacks,Travel,13150,daily,want,1.13,want,1
Taxi Ride,Medical,1735,monthly,need,0.9,need,1
Water Bill,Lifestyle,2160,daily,want,3.46,want,1
Movie Night,Education,18552,one-time,need,2.25,need,1
Clothes Shopping,Utilities,3385,daily,need,2.38,need,1
Phone EMI,Housing,17219,monthly,need,3.19,need,1
Gift Purchase,Lifestyle,1088,weekly,want,2.46,want,1
School Fees,Shopping,1116,one-time,want,2.14,want,1
Bus Pass,Travel,753,one-time,want,0.52,want,1
Clothes Shopping,Medical,4712,daily,need,2.1,want,0
Salon Visit,Lifestyle,2513,daily,want,1.99,need,0
Laptop EMI,Medical,500,weekly,need,3.21,need,1
Emergency Meds,Food,1801,monthly,need,0.75,need,1
Coffee,Shopping,7403,daily,want,0.62,need,0
Mobile Recharge,Housing,13571,monthly,need,0.67,need,1
Rent,Medical,2713,daily,need,2.88,want,0
Laptop EMI,Medical,2429,monthly,need,2.0,need,1
Taxi Ride,Education,4894,monthly,need,1.7,need,1
Groceries,Food,1679,one-time,need,0.59,want,0
School Fees,Medical,1237,monthly,need,0.53,need,1
Snacks,Utilities,2508,one-time,need,1.98,need,1
Gym Membership,Entertainment,1769,weekly,want,0.9,want,1
Phone EMI,Food,1401,one-time,need,0.86,want,0
Emergency Meds,Utilities,2205,daily,need,0.73,need,1
Clothes Shopping,Food,1972,one-time,need,0.82,need,1
Insurance Premium,Medical,600,weekly,need,2.69,need,1
Medicines,Travel,9739,monthly,want,0.7,need,0
Medicines,Entertainment,1721,one-time,want,2.16,want,1
Taxi Ride,Housing,18845,daily,need,2.12,need,1
Mobile Recharge,Housing,10729,weekly,need,2.62,need,1
Mobile Recharge,Entertainment,1191,one-time,want,3.14,need,0
Water Bill,Lifestyle,125,one-time,want,0.78,want,1
Clothes Shopping,Shopping,5821,daily,want,2.19,want,1
Gift Purchase,Medical,4146,weekly,need,1.18,need,1
Gift Purchase,Medical,4712,monthly,need,1.48,want,0
Gift Purchase,Medical,386,one-time,need,2.66,need,1
Doctor Visit,Food,807,daily,need,3.05,need,1
Health Insurance,Entertainment,2338,one-time,want,3.35,want,1
School Fees,Education,17913,monthly,need,2.59,need,1
Fast Food,Shopping,605,monthly,want,3.43,want,1
Gym Membership,Utilities,493,daily,need,2.16,need,1
Gift Purchase,Shopping,7632,one-time,want,0.72,want,1
Party Expenses,Travel,5149,daily,want,2.68,want,1
Medicines,Food,1698,one-time,need,1.31,want,0
Bus Pass,Shopping,3571,one-time,want,1.35,want,1
Snacks,Food,1098,weekly,need,1.59,want,0
Laptop EMI,Utilities,2119,daily,need,0.61,need,1
Medicines,Medical,2183,monthly,need,2.39,need,1
Movie Night,Housing,7630,monthly,need,3.04,want,0
Phone EMI,Entertainment,2441,daily,want,1.69,want,1
Taxi Ride,Travel,12232,daily,want,1.48,need,0
Travel Tickets,Travel,849,weekly,want,0.69,want,1
Gadgets,Education,10697,monthly,need,0.62,need,1
Gym Membership,Education,16904,one-time,need,1.5,want,0
Internet Plan,Entertainment,1492,one-time,want,3.12,want,1
Movie Night,Lifestyle,2031,one-time,want,2.42,want,1
Coffee,Food,977,monthly,need,1.96,need,1
Party Expenses,Utilities,477,weekly,need,2.12,need,1
Rent,Education,2235,monthly,need,1.96,need,1
Salon Visit,Entertainment,2808,weekly,want,2.44,need,0
