id,asset,risk_score,emotion_bias,investment_amount,market_event
635,Bonds,73,FOMO,494832,Crash
636,Real Estate,60,Loss Aversion,395267,Crash
637,Real Estate,42,Panic,416250,Bull Run
638,Stocks,17,Panic,331564,Sideways
639,Crypto,94,Herd,193515,Sideways
640,Stocks,17,Calm,429923,Crash
641,Crypto,34,Calm,105156,Crash
642,Gold,50,Loss Aversion,109853,Volatile
643,Crypto,92,Calm,55437,Volatile
644,Real Estate,55,Calm,18288,Sideways
645,Real Estate,35,FOMO,380989,Crash
646,Crypto,26,Calm,420098,Crash
647,Stocks,18,Loss Aversion,494496,Correction
648,Stocks,94,Loss Aversion,381619,Correction
649,Stocks,29,FOMO,322730,Crash
650,Crypto,16,Loss Aversion,323331,Crash
651,Crypto,5,Confirmation,360537,Bull Run
652,Crypto,47,FOMO,336526,Crash
653,Commodities,58,Confirmation,360864,Sideways
654,Bonds,20,Panic,336675,Sideways
655,Stocks,26,Confirmation,60859,Correction
656,Commodities,83,Panic,479361,Bull Run
657,Commodities,90,Panic,431866,Correction
658,Bonds,72,Herd,398559,Bull Run
659,Stocks,31,Panic,490170,Crash
660,Real Estate,74,FOMO,100911,Sideways
661,Stocks,34,Calm,324998,Volatile
662,Bonds,44,Herd,245231,Correction
663,Bonds,48,Calm,211152,Volatile
664,Gold,30,FOMO,484271,Sideways
665,Bonds,54,Panic,306295,Sideways
666,Real Estate,98,Loss Aversion,48072,Correction
667,Gold,32,Panic,311596,Crash
668,Crypto,29,Confirmation,101071,Correction
669,Gold,69,Herd,128161,Sideways
670,Gold,84,Herd,278163,Volatile
671,Real Estate,65,Herd,146285,Bull Run
672,Gold,26,Herd,490829,Sideways
673,Bonds,23,Herd,196804,Correction
674,Gold,29,FOMO,29482,Crash
675,Gold,12,Calm,364794,Volatile
676,Gold,30,Herd,168108,Sideways
677,Commodities,71,Calm,39235,Crash
678,Real Estate,70,Calm,477316,Volatile
679,Gold,20,Herd,369032,Sideways
680,Stocks,61,Herd,138413,Crash
681,Real Estate,16,Herd,391889,Crash
682,Bonds,35,Confirmation,187906,Correction
683,Gold,41,Loss Aversion,270949,Volatile
684,Real Estate,15,Calm,340332,Volatile
685,Stocks,59,Herd,403689,Crash
686,Crypto,12,Loss Aversion,147157,Volatile
687,Gold,62,FOMO,5686,Volatile
688,Commodities,59,Calm,449905,Bull Run
689,Commodities,46,Loss Aversion,283483,Sideways
690,Crypto,21,Herd,286530,Crash
691,Bonds,91,FOMO,470194,Bull Run
692,Gold,40,Loss Aversion,485995,Bull Run
693,Commodities,80,Calm,470111,Correction
694,Crypto,52,Loss Aversion,381748,Bull Run
695,Bonds,7,Herd,214752,Bull Run
696,Real Estate,76,Confirmation,490729,Bull Run
697,Commodities,40,Calm,248377,Correction
698,Gold,95,Herd,292724,Crash
699,Stocks,86,FOMO,171626,Crash
700,Stocks,34,Confirmation,343020,Sideways
701,Crypto,23,Loss Aversion,69172,Bull Run
702,Crypto,52,FOMO,126015,Bull Run
703,Stocks,12,Confirmation,325424,Crash
704,Bonds,73,FOMO,155076,Correction
705,Real Estate,95,Loss Aversion,301691,Crash
706,Real Estate,81,FOMO,432429,Volatile
707,Bonds,57,Herd,214721,Crash
708,Crypto,67,Calm,339003,Bull Run
709,Real Estate,72,Panic,325175,Correction
710,Gold,42,FOMO,464672,Correction
711,Stocks,99,FOMO,375165,Sideways
712,Bonds,24,Herd,196732,Sideways
713,Gold,50,Calm,172713,Bull Run
714,Gold,70,FOMO,389926,Correction
715,Commodities,18,Calm,428954,Sideways
716,Crypto,2,FOMO,417191,Crash
717,Real Estate,81,Herd,458474,Sideways
718,Gold,24,Herd,433025,Bull Run
719,Bonds,12,Calm,98586,Volatile
720,Commodities,82,Herd,242096,Volatile
721,Gold,97,FOMO,339417,Volatile
722,Stocks,15,Loss Aversion,362526,Volatile
723,Bonds,43,Calm,29168,Correction
724,Commodities,43,Panic,335356,Correction
725,Gold,19,Herd,490541,Correction
726,Real Estate,7,Panic,401270,Sideways
727,Crypto,30,Herd,388438,Volatile
728,Stocks,3,FOMO,455226,Volatile
729,Crypto,9,Calm,59991,Bull Run
730,Crypto,2,Panic,435753,Correction
731,Real Estate,22,Loss Aversion,200956,Bull Run
732,Stocks,75,FOMO,120576,Sideways
733,Real Estate,56,Confirmation,216772,Sideways
734,Real Estate,58,Calm,209372,Correction
735,Real Estate,19,Herd,108592,Volatile
736,Gold,12,Calm,259398,Sideways
737,Gold,77,Loss Aversion,98170,Correction
738,Stocks,31,Panic,83427,Correction
739,Gold,38,Confirmation,101413,Crash
740,Commodities,69,Panic,32748,Volatile
741,Bonds,42,Herd,398947,Crash
742,Bonds,40,Panic,245427,Correction
743,Commodities,79,Panic,120691,Sideways
744,Stocks,85,Panic,81463,Volatile
745,Gold,31,Herd,295673,Volatile
746,Bonds,8,Panic,77022,Sideways
747,Commodities,53,FOMO,98679,Crash
748,Gold,58,Calm,220806,Crash
749,Gold,36,FOMO,335025,Correction
750,Crypto,28,Calm,372398,Sideways
751,Bonds,84,Panic,238693,Sideways
752,Bonds,1,Panic,359840,Crash
753,Crypto,70,Panic,378553,Volatile
754,Gold,80,Loss Aversion,390772,Correction
755,Gold,60,Calm,215172,Correction
756,Gold,48,Panic,102981,Bull Run
757,Commodities,5,Calm,59301,Correction
758,Crypto,24,Panic,19191,Bull Run
759,Bonds,24,Confirmation,296802,Bull Run
760,Bonds,63,Herd,85739,Correction
761,Real Estate,66,Herd,9613,Bull Run
762,Real Estate,75,FOMO,12691,Sideways
763,Stocks,28,Panic,136642,Sideways
764,Bonds,23,Confirmation,159108,Bull Run
765,Gold,41,Herd,21444,Bull Run
766,Bonds,70,FOMO,174932,Crash
767,Crypto,80,Confirmation,373869,Sideways
768,Real Estate,33,Calm,74336,Sideways
769,Bonds,54,Panic,219888,Crash
770,Real Estate,66,Calm,63554,Sideways
771,Gold,64,Calm,418042,Volatile
772,Gold,36,Loss Aversion,495822,Bull Run
773,Commodities,78,Loss Aversion,349846,Correction
774,Crypto,36,Confirmation,384660,Crash
775,Real Estate,78,Panic,49915,Sideways
776,Commodities,44,Loss Aversion,146407,Correction
777,Stocks,24,Calm,16316,Sideways
778,Gold,13,Herd,95312,Correction
779,Gold,10,Herd,97762,Sideways
780,Real Estate,90,Herd,380312,Sideways
781,Crypto,60,Loss Aversion,260451,Correction
782,Stocks,72,FOMO,18293,Crash
783,Crypto,39,Loss Aversion,329352,Bull Run
784,Real Estate,45,Loss Aversion,27936,Volatile
785,Crypto,99,FOMO,146330,Sideways
786,Crypto,28,FOMO,382461,Correction
787,Stocks,22,FOMO,188192,Crash
788,Real Estate,25,Herd,237539,Sideways
789,Crypto,90,Herd,366917,Sideways
790,Bonds,92,Herd,352846,Correction
791,Crypto,78,Confirmation,499168,Bull Run
792,Real Estate,59,Loss Aversion,47809,Bull Run
793,Gold,21,Panic,130432,Bull Run
794,Crypto,4,Confirmation,34290,Bull Run
795,Bonds,87,Herd,299040,Crash
796,Bonds,75,Loss Aversion,235520,Volatile
797,Gold,94,Confirmation,476365,Crash
798,Bonds,58,Confirmation,238787,Crash
799,Commodities,86,Loss Aversion,471266,Correction
800,Real Estate,88,Loss Aversion,236664,Correction
801,Crypto,86,Herd,343548,Crash
802,Crypto,90,Panic,145916,Volatile
803,Stocks,15,Calm,210151,Volatile
804,Stocks,24,Herd,160395,Crash
805,Crypto,51,Herd,9123,Crash
806,Bonds,34,Calm,363631,Volatile
807,Bonds,99,FOMO,454101,Volatile
808,Stocks,9,FOMO,328035,Correction
809,Real Estate,10,Confirmation,175632,Correction
810,Stocks,71,Herd,61437,Volatile
811,Bonds,82,Confirmation,70628,Sideways
812,Gold,23,Loss Aversion,22412,Sideways
813,Real Estate,8,Panic,150185,Correction
814,Gold,83,Herd,267125,Bull Run
815,Gold,93,Loss Aversion,14016,Volatile
816,Real Estate,19,Herd,272136,Correction
817,Bonds,63,Panic,279608,Crash
818,Stocks,100,Panic,137031,Bull Run
819,Bonds,70,Calm,24114,Volatile
820,Bonds,91,Herd,89985,Bull Run
821,Real Estate,92,Calm,471819,Bull Run
822,Gold,92,Herd,130360,Sideways
823,Stocks,9,Herd,344808,Correction
824,Real Estate,3,Panic,359086,Correction
825,Bonds,32,Loss Aversion,245096,Bull Run
826,Commodities,84,Panic,141406,Correction
827,Real Estate,99,Calm,138914,Correction
828,Crypto,66,Confirmation,384914,Correction
829,Stocks,29,Confirmation,196368,Bull Run
830,Gold,83,Panic,130874,Bull Run
831,Bonds,84,Panic,66590,Volatile
832,Stocks,16,Panic,136331,Correction
833,Gold,15,FOMO,101194,Crash
834,Bonds,89,Confirmation,429517,Sideways
835,Crypto,96,Herd,133165,Correction
836,Stocks,48,Panic,459044,Crash
837,Stocks,13,Panic,151031,Sideways
838,Bonds,100,Panic,316441,Correction
839,Crypto,19,Herd,403376,Crash
840,Stocks,3,Panic,474887,Crash
841,Gold,11,Calm,30588,Volatile
842,Commodities,31,Calm,410163,Bull Run
843,Real Estate,88,Herd,489223,Bull Run
844,Bonds,20,Loss Aversion,482632,Crash
845,Stocks,67,FOMO,165189,Volatile
846,Bonds,48,FOMO,307084,Bull Run
847,Commodities,42,Loss Aversion,336096,Correction
848,Gold,69,Calm,401210,Correction
849,Stocks,40,Panic,180125,Bull Run
850,Bonds,6,Calm,286873,Sideways
851,Crypto,35,Loss Aversion,85946,Crash
852,Bonds,91,Loss Aversion,493446,Crash
853,Real Estate,66,Panic,345203,Volatile
854,Commodities,67,Herd,58049,Correction
855,Commodities,85,Confirmation,465622,Correction
856,Gold,25,Confirmation,412159,Bull Run
857,Commodities,67,Confirmation,146513,Crash
858,Stocks,64,Panic,439647,Sideways
859,Bonds,81,Panic,413974,Crash
860,Bonds,81,Loss Aversion,391853,Crash
861,Bonds,18,Loss Aversion,56786,Crash
862,Crypto,21,Calm,305423,Volatile
863,Commodities,38,Loss Aversion,185026,Correction
864,Bonds,73,Herd,260007,Volatile
865,Gold,92,Herd,239757,Correction
866,Stocks,43,Herd,352756,Volatile
867,Real Estate,15,Panic,375065,Volatile
868,Real Estate,36,Loss Aversion,179403,Correction
869,Crypto,65,Herd,470238,Sideways
870,Gold,24,Loss Aversion,127074,Correction
871,Commodities,82,FOMO,45689,Correction
872,Gold,40,Herd,32827,Correction
873,Gold,68,Confirmation,260327,Sideways
874,Gold,56,Herd,348977,Correction
875,Crypto,65,Panic,445987,Bull Run
876,Gold,52,Confirmation,201082,Sideways
877,Gold,77,Panic,345077,Correction
878,Commodities,48,Calm,44559,Correction
879,Gold,76,Loss Aversion,132200,Bull Run
880,Crypto,20,Calm,62215,Correction
881,Commodities,38,Loss Aversion,356507,Bull Run
882,Commodities,97,Calm,387323,Volatile
883,Crypto,34,FOMO,438945,Bull Run
884,Gold,68,Confirmation,47380,Crash
885,Crypto,58,Herd,101813,Correction
886,Real Estate,90,Loss Aversion,337377,Crash
887,Gold,83,Herd,486241,Bull Run
888,Real Estate,57,FOMO,441981,Crash
889,Stocks,46,Herd,22807,Volatile
890,Stocks,2,Panic,280783,Bull Run
891,Crypto,49,Panic,233276,Correction
892,Crypto,3,Confirmation,28673,Sideways
893,Stocks,11,FOMO,67810,Bull Run
894,Real Estate,94,FOMO,348854,Sideways
895,Commodities,78,Loss Aversion,286050,Sideways
896,Commodities,31,Panic,286521,Crash
897,Gold,72,FOMO,311146,Crash
898,Gold,14,Confirmation,345126,Crash
899,Gold,21,Confirmation,72444,Bull Run
900,Crypto,35,Calm,96383,Crash
901,Real Estate,1,Confirmation,142634,Crash
902,Gold,39,Calm,342298,Volatile
903,Crypto,99,FOMO,390196,Correction
904,Gold,76,Herd,80024,Bull Run
905,Stocks,54,Loss Aversion,31579,Correction
906,Stocks,99,Confirmation,146844,Sideways
907,Bonds,2,FOMO,261298,Bull Run
908,Commodities,86,FOMO,402259,Bull Run
909,Gold,25,Herd,270928,Sideways
910,Crypto,57,Confirmation,12884,Correction
911,Gold,57,FOMO,127010,Bull Run
912,Gold,55,Calm,236712,Crash
913,Bonds,13,FOMO,65593,Bull Run
914,Crypto,71,Confirmation,122334,Sideways
915,Gold,1,Herd,276478,Correction
916,Commodities,37,FOMO,77330,Sideways
917,Real Estate,55,Panic,203453,Crash
918,Gold,71,Confirmation,195091,Crash
919,Crypto,30,Confirmation,105294,Sideways
920,Gold,74,Panic,170410,Sideways
921,Commodities,21,Calm,302304,Bull Run
922,Real Estate,63,Herd,398565,Correction
923,Stocks,96,FOMO,422437,Correction
924,Crypto,63,Herd,290591,Sideways
925,Crypto,3,Confirmation,59327,Correction
926,Commodities,54,Loss Aversion,15101,Volatile
927,Gold,53,Herd,167271,Crash
928,Gold,80,Confirmation,470132,Correction
929,Gold,13,Panic,153479,Crash
930,Real Estate,74,Calm,234043,Correction
931,Crypto,3,Herd,276114,Sideways
932,Commodities,12,Confirmation,16171,Sideways
933,Bonds,5,Loss Aversion,394880,Crash
934,Crypto,18,Confirmation,334955,Volatile
935,Real Estate,64,FOMO,184165,Crash
936,Stocks,44,Herd,319464,Crash
937,Crypto,35,FOMO,188277,Crash
938,Real Estate,4,Herd,100729,Volatile
939,Bonds,36,Loss Aversion,318512,Correction
940,Bonds,95,Panic,43647,Volatile
941,Crypto,79,FOMO,35364,Bull Run
942,Bonds,75,Confirmation,16905,Sideways
943,Commodities,17,Calm,383200,Volatile
944,Gold,39,Panic,305667,Crash
945,Commodities,97,Calm,451267,Volatile
946,Stocks,45,Calm,442964,Bull Run
947,Commodities,8,FOMO,433902,Crash
948,Bonds,12,Herd,492564,Correction
949,Commodities,52,Confirmation,283359,Volatile
950,Real Estate,48,Panic,411406,Volatile
951,Stocks,36,Calm,11184,Sideways
952,Crypto,90,Herd,487392,Correction
953,Bonds,33,FOMO,185067,Correction
954,Real Estate,7,FOMO,481873,Bull Run
955,Real Estate,48,Panic,389138,Bull Run
956,Stocks,27,Loss Aversion,345473,Crash
957,Commodities,62,Confirmation,115350,Bull Run
958,Commodities,10,Panic,280095,Sideways
959,Bonds,9,Herd,256991,Sideways
960,Gold,79,Calm,33445,Bull Run
961,Commodities,74,Herd,149623,Crash
962,Commodities,60,Confirmation,53812,Crash
963,Real Estate,83,Calm,68755,Volatile
964,Bonds,83,Panic,105614,Sideways
965,Crypto,4,Loss Aversion,141631,Crash
966,Crypto,22,Loss Aversion,105122,Bull Run
967,Gold,77,Herd,389097,Crash
968,Crypto,37,Panic,109501,Volatile
969,Stocks,5,Loss Aversion,400107,Correction
970,Bonds,67,Loss Aversion,485488,Bull Run
971,Stocks,38,Herd,28413,Bull Run
972,Real Estate,77,Panic,46436,Correction
973,Stocks,53,FOMO,484054,Bull Run
974,Stocks,89,FOMO,441955,Volatile
975,Bonds,32,Calm,40859,Volatile
976,Real Estate,59,Calm,123134,Bull Run
977,Real Estate,72,Calm,397666,Crash
978,Gold,8,Confirmation,238033,Volatile
979,Stocks,15,Confirmation,234139,Sideways
980,Commodities,31,Loss Aversion,23301,Crash
981,Crypto,61,Calm,338442,Crash
982,Crypto,30,Confirmation,302932,Bull Run
983,Commodities,1,FOMO,275812,Bull Run
984,Commodities,74,Calm,352714,Volatile
985,Bonds,32,Confirmation,405762,Bull Run
986,Gold,69,Panic,448502,Sideways
987,Stocks,34,Loss Aversion,471191,Crash
988,Stocks,94,Confirmation,187381,Crash
989,Commodities,22,Loss Aversion,456107,Bull Run
990,Commodities,53,Calm,158123,Volatile
991,Bonds,42,Calm,334882,Correction
992,Real Estate,85,Calm,434285,Bull Run
993,Stocks,74,FOMO,43781,Volatile
994,Commodities,73,FOMO,290691,Bull Run
995,Commodities,19,Loss Aversion,50249,Volatile
996,Real Estate,59,Panic,314421,Crash
997,Commodities,83,Confirmation,454162,Crash
998,Gold,65,FOMO,340965,Crash
999,Gold,3,FOMO,186886,Volatile
1000,Crypto,22,Herd,406330,Volatile
1001,Commodities,51,Panic,271703,Crash
1002,Gold,70,Calm,365211,Bull Run
1003,Bonds,76,Calm,35304,Sideways
1004,Bonds,39,Panic,142627,Bull Run
1005,Gold,26,Calm,212880,Volatile
1006,Bonds,27,Loss Aversion,119523,Crash
1007,Bonds,27,Herd,354457,Crash
1008,Crypto,77,Herd,71982,Crash
1009,Commodities,6,Panic,193748,Bull Run
1010,Stocks,61,Herd,283790,Volatile
1011,Bonds,18,Calm,339142,Sideways
1012,Stocks,57,Loss Aversion,288689,Correction
1013,Bonds,86,Panic,433711,Volatile
1014,Bonds,93,Panic,457287,Crash
1015,Commodities,92,Herd,25825,Bull Run
1016,Bonds,2,Loss Aversion,295241,Crash
1017,Stocks,90,Loss Aversion,467021,Correction
1018,Stocks,76,Panic,475287,Correction
1019,Real Estate,21,Confirmation,320455,Sideways
1020,Bonds,43,FOMO,362711,Crash
1021,Crypto,95,Herd,234397,Sideways
1022,Crypto,84,Herd,370625,Sideways
1023,Gold,1,Confirmation,22515,Bull Run
1024,Gold,73,Loss Aversion,193370,Volatile
1025,Bonds,80,Herd,240010,Bull Run
1026,Bonds,2,Herd,421729,Sideways
1027,Bonds,78,Herd,171711,Sideways
1028,Gold,42,Confirmation,315051,Bull Run
1029,Bonds,67,Calm,286875,Correction
1030,Real Estate,9,Herd,113970,Volatile
1031,Stocks,85,Calm,304229,Correction
1032,Bonds,36,Herd,108241,Correction
1033,Crypto,94,Herd,435330,Bull Run
1034,Bonds,72,FOMO,6891,Sideways
1035,Bonds,96,FOMO,6492,Bull Run
1036,Crypto,41,Confirmation,195738,Bull Run
1037,Real Estate,31,Confirmation,149333,Crash
1038,Gold,63,Calm,14288,Correction
1039,Commodities,79,Confirmation,466193,Correction
1040,Crypto,84,Panic,477204,Bull Run
1041,Real Estate,40,Panic,244825,Correction
1042,Gold,5,FOMO,380159,Correction
1043,Bonds,45,Confirmation,316347,Bull Run
1044,Stocks,70,Confirmation,188772,Volatile
1045,Gold,59,Calm,474334,Sideways
1046,Crypto,86,Herd,229778,Bull Run
1047,Bonds,89,FOMO,316073,Bull Run
1048,Commodities,64,Herd,67013,Crash
1049,Real Estate,96,Panic,254989,Bull Run
1050,Bonds,59,FOMO,69617,Volatile
1051,Commodities,66,Panic,459231,Crash
1052,Crypto,14,Loss Aversion,204061,Volatile
1053,Crypto,67,Confirmation,394388,Bull Run
1054,Real Estate,55,Panic,420522,Bull Run
1055,Gold,90,Panic,60173,Correction
1056,Real Estate,23,Confirmation,215050,Bull Run
1057,Stocks,97,Panic,168427,Correction
1058,Real Estate,71,FOMO,211911,Sideways
1059,Commodities,1,Loss Aversion,372094,Bull Run
1060,Bonds,69,Loss Aversion,110370,Volatile
1061,Bonds,71,Calm,163410,Volatile
1062,Gold,26,Calm,492334,Bull Run
1063,Crypto,2,Herd,340034,Correction
1064,Commodities,82,Calm,12819,Volatile
1065,Bonds,10,Confirmation,425726,Correction
1066,Commodities,55,Loss Aversion,469791,Volatile
1067,Commodities,3,Loss Aversion,242226,Sideways
1068,Crypto,48,Herd,171783,Correction
1069,Bonds,84,Loss Aversion,376618,Sideways
1070,Bonds,85,Panic,76195,Correction
1071,Real Estate,68,Calm,365323,Volatile
1072,Bonds,99,Herd,434583,Bull Run
1073,Stocks,87,FOMO,233100,Crash
1074,Real Estate,98,Calm,151693,Volatile
1075,Gold,26,Calm,451132,Crash
1076,Bonds,96,Calm,186401,Bull Run
1077,Bonds,90,Loss Aversion,20193,Sideways
1078,Commodities,78,Confirmation,270136,Correction
1079,Bonds,22,Panic,259317,Correction
1080,Real Estate,42,FOMO,134775,Crash
1081,Real Estate,83,Loss Aversion,455795,Correction
1082,Stocks,48,Calm,357214,Correction
1083,Real Estate,61,Herd,35504,Correction
1084,Real Estate,23,Calm,206381,Volatile
1085,Bonds,98,Panic,255787,Bull Run
1086,Commodities,96,Panic,241668,Sideways
1087,Commodities,3,Panic,341096,Correction
1088,Commodities,46,Loss Aversion,124979,Crash
1089,Crypto,67,Confirmation,429348,Crash
1090,Real Estate,68,Loss Aversion,383570,Crash
1091,Gold,98,Herd,174886,Crash
1092,Gold,69,Confirmation,61843,Volatile
1093,Stocks,62,Calm,40899,Volatile
1094,Commodities,64,Herd,380044,Volatile
1095,Real Estate,50,Loss Aversion,76776,Sideways
1096,Stocks,83,Herd,232797,Correction
1097,Bonds,22,Panic,190179,Volatile
1098,Commodities,43,Calm,102208,Sideways
1099,Bonds,28,Panic,344951,Bull Run
1100,Stocks,8,Confirmation,123867,Sideways
1101,Commodities,97,Calm,286117,Sideways
1102,Crypto,28,FOMO,257632,Sideways
1103,Crypto,75,Panic,373626,Bull Run
1104,Stocks,26,Calm,428277,Bull Run
1105,Real Estate,77,Herd,275146,Correction
1106,Crypto,21,Calm,106753,Bull Run
1107,Real Estate,45,Calm,374574,Crash
1108,Bonds,51,FOMO,12848,Volatile
1109,Bonds,7,Panic,259209,Crash
1110,Real Estate,81,Calm,467385,Crash
1111,Bonds,24,Herd,288781,Correction
1112,Bonds,74,Confirmation,435895,Correction
1113,Real Estate,50,FOMO,180180,Correction
1114,Commodities,64,Confirmation,382894,Sideways
1115,Bonds,58,Confirmation,268705,Bull Run
1116,Gold,75,Loss Aversion,208963,Correction
1117,Bonds,60,Loss Aversion,450711,Volatile
1118,Bonds,35,Calm,368307,Crash
1119,Gold,64,Loss Aversion,56626,Sideways
1120,Gold,55,Loss Aversion,227212,Volatile
1121,Commodities,89,Panic,127041,Sideways
1122,Crypto,97,Calm,322917,Sideways
1123,Commodities,72,Panic,415164,Correction
1124,Bonds,41,Panic,418366,Crash
1125,Real Estate,70,FOMO,411967,Correction
1126,Gold,100,Confirmation,487978,Bull Run
1127,Gold,41,Confirmation,414837,Volatile
1128,Real Estate,17,Confirmation,166277,Sideways
1129,Bonds,40,Confirmation,315378,Correction
1130,Bonds,76,Herd,219089,Crash
1131,Real Estate,7,FOMO,138068,Crash
1132,Bonds,74,Calm,127495,Crash
1133,Crypto,12,Confirmation,63468,Bull Run
1134,Gold,20,Panic,476572,Crash
1135,Real Estate,1,Confirmation,152134,Crash
1136,Gold,49,Calm,353657,Sideways
1137,Stocks,71,Herd,248709,Crash
1138,Bonds,63,Calm,343566,Sideways
1139,Bonds,87,Panic,463076,Correction
1140,Bonds,74,Calm,474632,Volatile
1141,Gold,63,FOMO,391738,Bull Run
1142,Stocks,27,Panic,460856,Correction
1143,Gold,1,Panic,192174,Volatile
1144,Bonds,18,Herd,363831,Sideways
1145,Real Estate,87,Panic,269927,Correction
1146,Commodities,35,Confirmation,125899,Bull Run
1147,Gold,39,Panic,283021,Bull Run
1148,Bonds,15,FOMO,374836,Correction
1149,Crypto,41,FOMO,409987,Volatile
1150,Real Estate,98,Panic,360274,Correction
1151,Real Estate,76,FOMO,30689,Bull Run
1152,Commodities,97,Herd,167360,Bull Run
1153,Gold,68,Loss Aversion,341447,Crash
1154,Bonds,4,FOMO,446008,Crash
1155,Real Estate,20,Loss Aversion,239368,Volatile
1156,Bonds,76,Herd,85032,Volatile
1157,Crypto,43,Panic,89048,Volatile
1158,Gold,85,Panic,76873,Volatile
1159,Gold,29,FOMO,328630,Sideways
1160,Commodities,7,Herd,144715,Correction
1161,Crypto,15,FOMO,46715,Crash
1162,Crypto,26,Confirmation,431563,Correction
1163,Bonds,57,Herd,373052,Crash
1164,Commodities,37,FOMO,328767,Volatile
1165,Real Estate,12,FOMO,265004,Crash
1166,Gold,27,FOMO,94010,Crash
1167,Bonds,79,Calm,479435,Volatile
