monthly_sip,lump_sum_initial,annual_rate_percent,years,future_value_sip,future_value_lump_sum,total_invested
8886,0,9.15,30,16903475.15,0.0,3198960
2502,173979,17.94,25,14404639.89,10768239.47,924579
3519,118208,9.88,15,1454770.91,485933.34,751628
7304,0,16.86,30,79567332.87,0.0,2629440
1578,0,5.05,10,246685.27,0.0,189360
5144,30971,7.99,30,7706641.25,311052.04,1882811
6517,0,13.96,15,3977646.22,0.0,1173060
7825,184035,13.14,5,666145.96,341155.56,653535
2602,11223,6.35,10,436810.59,20764.15,323463
6860,0,13.8,25,18024983.63,0.0,2058000
2108,0,13.46,25,5207217.64,0.0,632400
4529,0,11.12,30,13155917.64,0.0,1630440
3691,100890,7.4,30,4904290.74,858783.79,1429650
9407,130953,10.52,25,13755471.08,1595082.31,2953053
6189,0,14.39,25,18151327.93,0.0,1856700
1963,0,17.52,30,25065818.03,0.0,706680
6981,0,6.01,15,2042956.0,0.0,1256580
2195,63570,5.5,5,151870.9,83068.27,195270
9042,126497,13.49,30,44653926.81,5628185.76,3381617
7672,0,13.99,25,20873705.7,0.0,2301600
7024,14442,6.97,5,505355.94,20224.41,435882
810,0,16.35,30,7808395.97,0.0,291600
2863,0,14.37,15,1819536.24,0.0,515340
8883,0,8.57,10,1689809.61,0.0,1065960
3781,0,14.74,30,24933472.37,0.0,1361160
3098,133167,6.14,20,1463680.99,438908.96,876687
7637,108227,10.94,5,611828.46,181871.51,566447
2487,41418,5.63,20,1104793.13,123788.68,638298
2275,124085,11.1,15,1054038.31,601971.77,533585
8837,53188,9.9,30,19729224.89,903884.53,3234508
3164,21922,17.97,5,308705.32,50084.03,211762
8110,59024,7.85,10,1480749.15,125639.35,1032224
4664,31367,9.7,20,3436128.63,199938.94,1150727
5053,39935,13.36,15,2909480.49,262134.01,949475
7706,62124,17.31,25,39258212.96,3362015.79,2373924
6164,50266,16.48,25,26774143.72,2277457.51,1899466
7933,0,15.26,20,12485322.5,0.0,1903920
7311,0,14.89,10,2022944.17,0.0,877320
8912,149267,6.47,25,6674094.68,714887.55,2822867
2950,47312,10.49,20,2408800.28,347894.24,755312
7796,0,13.59,30,39456038.37,0.0,2806560
5621,0,6.56,15,1724711.5,0.0,1011780
4234,0,13.12,5,360211.96,0.0,254040
9364,0,15.35,25,32849862.59,0.0,2809200
794,102412,7.76,5,58357.71,148837.38,150052
3399,58961,16.52,15,2682862.92,584277.98,670781
9566,49589,10.8,25,14687991.34,643659.66,2919389
9201,0,10.32,30,22454440.94,0.0,3312360
4863,0,15.09,5,437190.58,0.0,291780
3475,36000,12.17,15,1782768.18,201670.68,661500
5976,107255,12.12,20,6066041.41,1056353.47,1541495
2935,0,16.52,30,29458266.16,0.0,1056600
3526,78840,6.97,10,612969.11,154714.93,501960
2329,0,14.75,30,15413525.5,0.0,838440
2936,0,12.02,5,242315.18,0.0,176160
3142,175011,5.81,10,512072.71,307815.65,552051
1011,186054,12.6,20,1096568.4,1998046.72,428694
5087,53617,17.35,20,10834280.24,1315435.79,1274497
7374,0,17.16,30,86349203.32,0.0,2654640
4458,0,16.68,25,20112386.14,0.0,1337400
7081,99637,12.23,10,1668292.42,315979.51,949357
4881,190840,17.58,5,470990.24,428905.65,483700
8936,0,15.95,20,15518743.32,0.0,2144640
6391,14712,12.17,25,12495227.45,259611.03,1932012
1040,0,12.18,20,1064587.54,0.0,249600
3319,157677,10.67,5,263933.23,261754.52,356817
4801,0,5.34,30,4276003.22,0.0,1728360
6618,44865,15.44,25,23627848.85,1626615.33,2030265
6478,40703,8.37,30,10486815.03,453989.26,2372783
6436,107202,8.39,5,481078.05,160380.9,493362
6471,0,8.77,20,4226199.91,0.0,1553040
5122,0,10.22,25,7120923.6,0.0,1536600
9255,129637,7.62,20,5236890.63,563566.41,2350837
7015,0,7.78,20,4046340.84,0.0,1683600
4688,20606,10.14,25,6419145.84,230224.43,1427006
8677,0,13.94,30,47598213.5,0.0,3123720
4565,0,17.35,10,1472854.29,0.0,547800
3487,0,6.06,25,2450632.25,0.0,1046100
2823,0,11.91,20,2786439.26,0.0,677520
9132,0,6.63,25,7014903.13,0.0,2739600
5859,0,17.07,5,557202.93,0.0,351540
951,90809,8.51,15,346730.29,309047.2,261989
8587,101887,17.68,25,46996177.12,5966382.93,2677987
7150,35897,7.54,25,6350212.25,220843.91,2180897
570,155556,14.82,5,50857.96,310414.38,189756
8325,179143,16.96,5,789198.78,392089.61,678643
840,0,7.18,20,449742.76,0.0,201600
1008,0,7.78,15,344252.88,0.0,181440
5197,157099,8.66,10,993945.51,360608.74,780739
3579,0,6.65,20,1796283.9,0.0,858960
8937,191126,5.96,15,2602203.42,455209.29,1799786
4229,43677,14.13,15,2624134.14,316961.63,804897
2539,127555,5.8,10,413691.32,224249.07,432235
6315,0,16.48,20,11835774.05,0.0,1515600
2203,109190,5.52,10,353351.55,186828.84,373550
4504,0,9.13,25,5201862.62,0.0,1351200
572,86613,8.74,5,43164.72,131699.54,120933
4197,0,17.64,25,22783391.94,0.0,1259100
625,0,13.9,15,379445.74,0.0,112500
6116,0,5.56,30,5673661.51,0.0,2201760
1247,0,11.29,15,588123.61,0.0,224460
4698,0,12.35,25,9487032.08,0.0,1409400
7741,0,7.07,5,558516.6,0.0,464460
3864,0,15.66,20,6438348.32,0.0,927360
4395,0,13.62,10,1125403.96,0.0,527400
9827,0,11.24,5,793761.99,0.0,589620
6224,0,14.79,15,4125365.72,0.0,1120320
8788,17983,6.99,25,7150128.96,97395.24,2654383
8492,0,13.07,5,721516.45,0.0,509520
3664,0,14.19,25,10355997.21,0.0,1099200
3739,0,8.87,5,283123.14,0.0,224340
8104,54671,17.61,20,17935711.99,1402273.57,1999631
8387,181210,13.72,20,10609178.45,2368906.58,2194090
3502,63430,6.97,20,1829187.71,244280.73,903910
881,115136,13.57,20,1092654.49,1468095.56,326576
4069,101552,6.34,5,287904.41,138095.18,345692
3537,0,11.82,25,6495567.57,0.0,1061100
4520,101074,16.22,30,42274290.09,9192184.79,1728274
5063,0,14.96,10,1407361.92,0.0,607560
2503,39038,5.86,30,2458170.12,215264.92,940118
5085,0,14.39,15,3239179.62,0.0,915300
7826,162442,8.53,10,1485068.81,368187.47,1101562
9800,111276,9.9,25,12889028.2,1178538.3,3051276
5319,0,11.67,30,17456983.18,0.0,1914840
6361,0,14.81,25,20163014.58,0.0,1908300
5458,0,10.63,30,14252540.27,0.0,1964880
9221,93191,8.53,5,691912.23,140340.62,646451
8221,88599,6.93,10,1425944.41,173211.17,1075119
2375,76264,12.06,15,1205440.16,420883.78,503764
9862,100475,9.16,10,1940166.96,241310.15,1283915
6679,197602,14.48,30,41442413.2,11410120.19,2602042
8112,0,11.29,25,13580091.3,0.0,2433600
4872,0,14.64,30,31372247.66,0.0,1753920
5492,104554,5.43,15,1528321.3,230993.96,1093114
3170,176198,6.18,10,527361.23,321001.2,556598
3862,120586,16.18,10,1157559.71,540051.85,584026
9246,0,14.93,25,29970743.09,0.0,2773800
8955,85472,13.87,20,11579326.33,1148679.01,2234672
5827,0,8.69,30,10068141.11,0.0,2097720
2776,143356,7.0,5,199891.29,201046.72,309916
1039,54468,8.57,20,661964.81,282094.53,303828
5394,0,7.99,30,8068041.63,0.0,1941840
1944,0,6.23,30,2051948.9,0.0,699840
9987,6023,13.71,25,25811870.93,149474.34,3002123
9775,0,15.4,30,75179163.17,0.0,3519000
4344,60587,14.71,5,386416.1,120334.46,321227
6478,0,8.6,10,1234247.82,0.0,777360
7233,0,16.81,20,14235284.93,0.0,1735920
2087,0,17.81,20,4755976.57,0.0,500880
2755,0,5.14,20,1156310.95,0.0,661200
651,102871,7.09,10,113933.15,204149.42,180991
9320,179338,14.94,25,30253831.75,5824387.18,2975338
5023,189388,5.87,25,3427284.36,787741.18,1696288
9228,162198,6.37,30,10012153.72,1035085.24,3484278
3409,0,15.76,10,995434.1,0.0,409080
4638,30543,10.07,15,1951723.01,128883.67,865383
3148,0,5.94,25,2173883.37,0.0,944400
4912,176085,10.57,15,2163940.15,794423.5,1060245
7378,0,9.45,25,8992812.89,0.0,2213400
3588,39573,15.71,5,328301.32,82088.82,254853
5869,0,15.25,15,4075235.63,0.0,1056420
6260,0,9.51,20,4496646.13,0.0,1502400
4698,0,9.3,20,3284814.31,0.0,1127520
3613,127248,12.27,10,852896.15,404723.23,560808
5720,9850,15.21,10,1614705.6,40582.37,696250
6533,95216,10.29,20,5193806.82,674836.78,1663136
8344,0,12.69,20,9157029.16,0.0,2002560
6962,192060,10.46,10,1477287.66,519496.85,1027500
8832,77455,7.04,10,1541382.57,152992.63,1137295
2197,0,7.36,15,722721.19,0.0,395460
5841,166491,9.55,20,4220693.07,1032678.9,1568331
3398,50012,10.63,20,2825720.14,377065.52,865532
6788,0,6.6,15,2090511.3,0.0,1221840
7835,49197,14.02,25,21447437.33,1307588.03,2399697
8889,94564,8.59,20,5679611.95,491802.62,2227924
1635,0,13.06,25,3756754.96,0.0,490500
5084,19090,11.26,10,1130770.39,55506.57,629170
7904,0,7.42,30,10537619.17,0.0,2845440
1254,12001,9.03,15,479452.37,43903.16,237721
2160,90009,7.05,30,2675816.22,694438.15,867609
5662,0,16.8,10,1764665.68,0.0,679440
1189,7620,5.61,30,1113931.87,39168.28,435660
8809,0,11.57,30,28234531.91,0.0,3171240
9174,161066,8.12,25,8957109.71,1134128.9,2913266
7897,0,16.4,25,33790084.81,0.0,2369100
1228,0,8.72,20,797787.52,0.0,294720
4860,0,10.14,20,3790028.47,0.0,1166400
6623,0,6.07,25,4662500.03,0.0,1986900
9716,8982,15.53,10,2798209.14,38058.66,1174902
5622,0,8.27,20,3450369.19,0.0,1349280
3321,0,5.43,25,2118366.97,0.0,996300
9709,0,7.83,25,9048238.79,0.0,2912700
2399,0,5.08,15,648106.89,0.0,431820
2879,0,9.23,5,220149.36,0.0,172740
4269,62125,10.06,15,1794628.75,261762.68,830545
3061,0,5.23,5,210301.46,0.0,183660
8054,0,7.56,20,4520051.96,0.0,1932960
6240,0,10.11,15,2634591.76,0.0,1123200
9210,0,8.4,15,3324531.83,0.0,1657800
4535,0,9.18,15,1757755.38,0.0,816300
530,87043,12.81,15,289195.43,530988.09,182443
8452,0,13.66,10,2169940.28,0.0,1014240
9340,0,11.64,10,2123793.37,0.0,1120800
9648,195159,17.68,20,21580676.03,5067344.14,2510679
2979,0,12.99,30,13146321.44,0.0,1072440
3956,168216,13.36,25,9588270.52,3864096.62,1355016
4398,185399,17.18,15,3715830.79,2000683.99,977039
3530,107258,16.21,10,1060363.82,481810.83,530858
2763,199103,15.51,5,251375.24,409419.03,364883
4102,0,6.18,30,4290203.67,0.0,1476720
1725,54440,15.93,15,1281874.83,499719.63,364940
5378,0,15.14,20,8321211.64,0.0,1290720
5717,0,11.65,10,1300886.13,0.0,686040
3108,0,15.51,20,5068188.5,0.0,745920
4666,17690,13.95,25,12604096.97,462801.8,1417490
9333,0,16.91,30,102793596.28,0.0,3359880
9198,189014,6.54,30,10302720.01,1263092.21,3500294
8838,0,14.85,10,2439613.06,0.0,1060560
2600,76369,11.8,25,4762378.45,1241856.0,856369
2036,0,9.67,20,1492873.11,0.0,488640
4772,0,17.08,15,3989738.43,0.0,858960
2847,0,17.12,20,5857171.1,0.0,683280
8172,0,16.08,15,6165278.72,0.0,1470960
2343,138185,14.62,20,3365039.77,2116389.37,700505
1139,25703,11.34,15,539702.12,128752.3,230723
5528,120359,8.08,25,5363872.64,840090.09,1778759
4054,0,10.48,15,1772089.8,0.0,729720
8216,0,8.76,15,3063917.72,0.0,1478880
8732,24602,17.63,30,114292395.98,3207333.17,3168122
7303,114649,7.6,15,2455701.21,344173.13,1429189
2116,160164,13.5,10,538051.33,568327.97,414084
6638,150383,9.11,10,1302404.64,359631.56,946943
5059,46887,11.01,25,8063280.5,638667.94,1564587
4121,0,9.37,15,1625656.57,0.0,741780
2098,125427,8.32,10,393476.65,278939.77,377187
6456,0,15.15,30,46836153.68,0.0,2324160
8130,90859,10.43,25,11714358.83,1085587.34,2529859
7520,0,9.73,30,16196886.27,0.0,2707200
4628,7736,11.24,15,2172268.22,38232.72,840776
5704,0,13.49,30,28164813.91,0.0,2053440
2364,88707,9.52,30,4869242.86,1359205.01,939747
1048,107574,7.75,5,76999.18,156244.3,170454
1023,0,15.64,15,738639.99,0.0,184140
3388,0,6.24,20,1618666.82,0.0,813120
5675,181982,5.79,10,924124.72,319619.51,862982
8848,125598,5.62,25,5816473.16,493305.15,2779998
7742,9190,9.8,20,5779263.55,59669.1,1867270
6348,0,13.96,5,552922.92,0.0,380880
7915,0,8.16,25,7774023.19,0.0,2374500
4013,0,14.74,25,12565703.68,0.0,1203900
8972,112412,9.72,20,6623930.59,718659.91,2265692
9080,0,13.84,15,5476060.83,0.0,1634400
5386,0,11.0,30,15228865.98,0.0,1938960
7466,60704,11.92,5,614459.61,106592.63,508664
9389,0,8.51,25,9777558.25,0.0,2816700
4906,100958,12.68,10,1187311.37,333193.93,689678
2637,88922,12.74,15,1429500.35,537600.38,563582
6714,184833,17.92,20,15541093.58,4991986.08,1796193
4671,132585,9.69,25,5924543.52,1337805.98,1533885
2814,60159,17.82,15,2539035.02,704113.09,566679
8736,0,14.01,20,11510615.48,0.0,2096640
8642,186920,9.54,10,1738407.74,465061.51,1223960
5713,0,9.48,30,11645724.03,0.0,2056680
3373,101644,11.35,25,5702035.5,1493060.31,1113544
9490,98733,13.44,15,5505574.06,654719.34,1806933
902,127428,12.77,10,219457.88,423867.08,235668
1359,0,17.01,25,6529635.71,0.0,407700
8466,162215,15.12,10,2376296.65,662996.92,1178135
9809,0,11.12,15,4550328.81,0.0,1765620
9133,0,12.43,25,18704478.06,0.0,2739900
3326,99463,11.88,30,11423050.17,2883238.73,1296823
6094,132425,6.2,5,429579.98,178893.24,498065
6493,0,8.73,10,1246439.73,0.0,779160
7593,169471,12.79,15,4134064.64,1030719.71,1536211
4650,0,17.16,5,443373.57,0.0,279000
3175,138693,8.53,20,2011563.38,712480.24,900693
6768,0,15.79,10,1980477.45,0.0,812160
7292,0,9.52,5,562004.59,0.0,437520
5017,8349,7.83,15,1722083.91,25883.84,911409
7192,0,7.26,10,1270683.27,0.0,863040
7392,0,8.25,20,4522728.41,0.0,1774080
5549,0,16.85,30,60331132.31,0.0,1997640
7873,81238,7.0,30,9663935.14,618682.94,2915518
8904,125287,14.32,20,12261484.18,1821521.12,2262247
5754,0,10.95,15,2627534.54,0.0,1035720
9857,0,5.68,30,9353313.22,0.0,3548520
9908,182363,10.52,25,14502379.03,2224154.48,3154763
9510,7532,11.46,5,772895.5,12958.13,578132
693,0,13.18,10,172796.56,0.0,83160
6799,0,8.17,25,6694327.64,0.0,2039700
8228,8312,10.09,20,6377505.13,56876.38,1983032
4514,82067,8.52,25,4704861.99,633293.88,1436267
6389,14082,8.37,15,2300709.37,47022.01,1164102
2893,0,15.05,25,9593160.66,0.0,867900
9396,0,13.94,25,25357786.62,0.0,2818800
5899,0,6.57,15,1811106.4,0.0,1061820
1376,0,16.82,15,1119353.26,0.0,247680
1652,0,7.12,25,1372999.52,0.0,495600
7597,186961,16.02,25,30239030.35,7675101.94,2466061
1470,0,14.69,30,9583430.43,0.0,529200
3249,0,17.59,25,17480830.71,0.0,974700
1478,100878,6.83,15,464066.51,271605.96,366918
2020,186981,11.1,30,5845178.2,4399069.93,914181
7889,123822,14.61,15,5134359.14,957090.5,1543842
8780,198211,7.92,15,3037042.4,621922.93,1778611
6898,0,7.17,20,3691845.54,0.0,1655520
5819,64276,17.43,30,72638061.57,7969334.91,2159116
8145,64925,17.24,10,2609250.1,318413.9,1042325
7101,0,10.36,25,10112394.2,0.0,2130300
3039,23454,17.05,30,34645521.92,2640215.47,1117494
5213,0,15.87,20,8954631.88,0.0,1251120
7721,0,11.65,25,13759600.61,0.0,2316300
9739,0,11.97,30,34176433.99,0.0,3506040
1593,0,10.21,30,3795739.98,0.0,573480
9466,0,9.14,5,722014.84,0.0,567960
6299,176514,9.55,20,4550182.14,1094351.79,1688274
589,145074,16.49,5,55094.24,311187.71,180414
7485,132398,5.46,25,4797827.89,500037.51,2377898
3958,187326,7.35,15,1301902.92,543151.96,899766
8034,97945,13.7,5,694773.75,186137.76,579985
5153,147843,11.1,5,414612.45,250211.95,457023
4215,0,12.89,30,18155885.03,0.0,1517400
7557,0,10.4,25,10836401.81,0.0,2267100
3858,21860,9.27,20,2688409.9,128790.16,947780
9321,64218,5.34,5,642224.14,83287.51,623478
9092,37279,9.92,5,708303.02,59809.46,582799
6852,0,17.4,30,85000714.61,0.0,2466720
8793,0,11.27,30,26421714.71,0.0,3165480
5804,19216,7.89,10,1062131.92,41056.76,715696
1449,0,7.69,15,490806.41,0.0,260820
6125,72404,17.85,10,2040298.05,374225.89,807404
9724,195469,16.67,20,18743086.42,4267492.14,2529229
2259,80108,5.43,15,628752.22,177038.72,486728
6977,0,14.97,5,625098.52,0.0,418620
9317,44922,10.08,15,3924238.56,189810.75,1721982
2067,178807,15.28,20,3259388.52,3070388.02,674887
6634,0,16.89,10,2079344.38,0.0,796080
6409,176708,17.35,30,78471848.2,21464427.92,2483948
7728,0,6.78,30,9081427.53,0.0,2782080
7839,0,10.74,10,1690332.05,0.0,940680
6796,183819,11.87,25,12599472.74,3034932.49,2222619
7613,21435,7.28,15,2487665.43,61504.74,1391775
4726,0,10.18,30,11184758.05,0.0,1701360
1355,0,12.61,30,5484558.27,0.0,487800
3708,0,8.78,15,1385781.21,0.0,667440
4014,0,10.21,25,5570885.87,0.0,1204200
8993,0,13.8,5,779821.62,0.0,539580
7571,148422,14.4,20,10549706.69,2189741.76,1965462
2078,0,11.07,30,5971408.5,0.0,748080
6882,28144,13.6,25,17446183.68,682439.85,2092744
4018,0,15.98,20,7007799.85,0.0,964320
9666,44299,7.01,20,5071344.38,171769.68,2364139
876,0,7.11,15,282031.96,0.0,157680
5414,185106,12.34,30,20604484.81,6067813.35,2134146
5800,0,15.62,5,529328.78,0.0,348000
3230,0,14.12,25,9012344.56,0.0,969000
1515,171225,14.67,30,9839205.79,10408302.36,716625
2588,171105,8.29,5,192950.14,254857.38,326385
5431,31370,9.99,30,12345927.38,545524.63,1986530
1888,0,10.04,5,147583.06,0.0,113280
912,24513,10.23,20,720033.87,172074.57,243393
1372,78532,17.33,20,2914176.23,1920648.24,407812
2661,56346,7.07,30,3310837.04,437400.77,1014306
3581,117399,6.39,30,3896659.11,752374.92,1406559
1035,0,16.34,30,9957401.5,0.0,372600
942,0,16.97,5,89331.61,0.0,56520
8631,116700,11.77,30,28969937.38,3290438.7,3223860
4755,195766,12.02,25,9054702.98,3342566.78,1622266
4235,0,13.98,10,1108611.82,0.0,508200
7338,184850,11.58,30,23594981.78,4947762.19,2826530
988,0,12.27,10,233276.98,0.0,118560
3503,0,11.01,25,5584305.49,0.0,1050900
1230,197865,15.51,5,111918.05,406950.01,271665
2093,131970,16.78,5,197399.85,286627.11,257550
801,0,13.62,20,1000159.07,0.0,192240
7661,79017,7.67,30,10753348.83,725750.22,2836977
7453,162258,14.11,25,20743906.06,4398617.7,2398158
9152,164928,13.64,10,2346102.04,592165.73,1263168
2911,114452,9.16,25,3376235.55,1023281.11,987752
5251,0,14.3,20,7210476.27,0.0,1260240
2282,0,11.56,15,1103795.88,0.0,410760
8793,171575,14.65,20,12679795.61,2640923.35,2281895
8075,154068,17.95,20,18793131.29,4187053.01,2092068
5715,176414,12.65,30,23314010.17,6279014.89,2233814
730,0,8.39,20,454449.7,0.0,175200
7034,91009,12.46,30,27550459.57,3086938.81,2623249
5066,129579,10.98,10,1108064.21,367256.2,737499
3128,70265,10.21,10,654124.81,185797.9,445625
6586,0,11.55,25,11543662.54,0.0,1975800
4945,97326,6.83,10,852667.79,188396.92,690726
6713,0,6.78,5,480557.68,0.0,402780
3322,185362,16.7,10,1028658.17,868083.1,584002
882,0,11.37,5,71498.58,0.0,52920
789,185046,12.96,5,66843.92,340400.69,232386
4204,0,17.98,20,9821378.79,0.0,1008960
7710,53573,13.3,25,18494975.66,1215352.97,2366573
9562,187272,11.04,30,27315866.21,4336670.94,3629592
3123,145419,6.82,25,2473170.98,756826.37,1082319
8115,54418,13.09,20,9406971.39,636688.22,2002018
8458,77302,8.63,20,5429963.44,404811.07,2107222
9689,0,11.12,20,8598707.88,0.0,2325360
8602,0,16.52,5,805321.92,0.0,516120
1596,0,5.51,25,1030291.05,0.0,478800
2520,87890,12.5,20,2694090.42,926316.93,692690
7951,8738,8.27,20,4879005.11,42839.0,1916978
4019,199549,5.38,20,1735001.06,569579.33,1164109
3097,0,11.93,10,716573.79,0.0,371640
1019,0,8.82,5,77050.96,0.0,61140
8462,0,5.9,20,3881962.2,0.0,2030880
6056,0,6.78,5,433513.12,0.0,363360
1791,0,9.98,20,1367114.88,0.0,429840
3122,0,14.75,15,2061553.16,0.0,561960
5705,9654,9.79,30,12424772.71,158935.01,2063454
7793,0,11.42,25,13353001.76,0.0,2337900
5799,101091,11.7,5,474343.92,175752.18,449031
968,17896,5.25,10,153018.82,29856.13,134056
1336,68634,9.06,30,2494572.09,925387.51,549594
5134,0,14.41,10,1379598.63,0.0,616080
7470,0,12.48,30,29341945.42,0.0,2689200
3926,0,11.62,20,3728060.5,0.0,942240
5260,0,11.19,30,15521468.95,0.0,1893600
2053,37201,9.54,15,822536.57,145983.64,406741
2843,170357,5.03,15,765237.08,355865.54,682097
6702,73603,6.74,30,7807267.58,520344.9,2486323
4075,0,15.91,25,15874557.53,0.0,1222500
5695,87466,12.19,15,2926175.93,491029.97,1112566
8484,0,5.4,10,1352414.44,0.0,1018080
9202,193855,9.01,20,6200658.81,1088626.36,2402335
4548,39589,13.3,10,1142614.08,138035.62,585349
7366,161369,9.32,10,1462874.68,393425.91,1045289
3727,0,13.92,10,972267.68,0.0,447240
1047,0,16.06,5,96759.67,0.0,62820
5943,129977,6.44,10,1002808.94,242576.94,843137
9896,0,10.97,20,8614045.02,0.0,2375040
7670,0,5.85,25,5218335.98,0.0,2301000
5528,68775,12.49,5,462177.07,123867.27,400455
3901,0,13.33,15,2239484.13,0.0,702180
7708,0,12.06,15,3911989.5,0.0,1387440
7118,153845,15.73,15,5186785.61,1377174.39,1435085
8389,186169,14.29,30,49848063.79,10236363.48,3206209
7847,19478,13.18,5,668778.34,36172.64,490298
3960,28129,14.54,30,24930082.27,1651023.48,1453729
9869,185378,9.22,15,3840052.35,696317.17,1961798
3159,0,10.75,10,681748.48,0.0,379080
7818,85972,8.93,25,8723713.78,729051.95,2431372
1118,0,12.38,15,585182.82,0.0,201240
7457,94457,14.79,25,23561693.18,2972720.03,2331557
2158,167161,17.47,10,701772.26,836578.38,426121
1912,0,10.74,15,855947.01,0.0,344160
8568,191976,6.72,15,2665848.73,509377.05,1734216
6468,0,5.61,10,1042849.83,0.0,776160
3363,110922,17.39,25,17412273.01,6111036.49,1119822
9786,104148,13.57,5,843103.64,196753.98,691308
4137,0,10.8,10,895546.59,0.0,496440
8599,14298,13.93,10,2244482.53,52693.09,1046178
4721,18062,10.77,25,7219819.73,233228.22,1434362
9662,0,13.86,5,839253.37,0.0,579720
9740,0,16.67,25,43917148.65,0.0,2922000
9369,0,16.17,15,7135464.37,0.0,1686420
9587,67690,16.4,25,41030201.54,3016230.25,2943790
2533,0,12.13,30,9194543.44,0.0,911880
3231,0,7.01,5,232715.32,0.0,193860
6955,0,14.18,15,4340881.67,0.0,1251900
7439,13801,12.96,5,630163.37,25383.27,460141
2476,8589,13.09,15,1387367.05,54331.35,454269
2126,116966,6.47,15,647163.65,299565.14,499646
8996,63153,5.4,15,2497768.32,138999.08,1682433
1896,0,13.33,15,1087957.61,0.0,341280
8510,0,8.02,5,629853.16,0.0,510600
7914,0,6.54,20,3922883.54,0.0,1899360
1114,0,12.49,15,589474.99,0.0,200520
4408,174412,11.88,10,1017026.62,536049.79,703372
798,21956,5.24,25,494596.5,78674.58,261356
7196,11748,11.07,5,578507.41,19855.17,443508
9747,0,16.45,5,910640.04,0.0,584820
6642,9099,9.63,15,2682368.57,36131.1,1204659
2457,0,13.66,15,1456881.38,0.0,442260
9921,104898,11.57,15,4806733.5,542302.1,1890678
9262,133335,11.58,30,29792674.88,3570518.76,3467655
2219,55491,7.84,30,3224419.09,534518.14,854331
5769,0,10.81,30,15668218.26,0.0,2076840
1051,0,6.47,5,74619.73,0.0,63060
8016,166650,11.58,15,3885870.55,862210.0,1609530
5663,0,16.59,25,25126705.46,0.0,1698900
2338,11955,13.3,25,5608715.72,271224.98,713355
6454,159066,16.92,30,71320463.53,17318929.53,2482506
7821,36241,8.97,20,5241259.52,201921.33,1913281
8205,0,14.48,15,5274061.72,0.0,1476900
4543,115719,12.24,15,2345198.56,653881.0,933459
8885,94685,8.38,30,14407214.19,1058445.03,3293285
3829,0,10.76,5,305238.52,0.0,229740
4347,106889,5.83,10,709181.81,188329.88,628529
9477,63638,5.99,25,6590342.03,272495.42,2906738
4779,0,11.75,10,1093794.39,0.0,573480
5003,0,13.72,25,12952675.73,0.0,1500900
8882,166713,9.6,10,1792331.0,416857.97,1232553
