id,username,level,xp_points,badge,score
709,Nova,24,4264,Silver,18.44
710,Delta,14,4993,Silver,68.49
711,Echo,46,1248,Gold,71.83
712,Charlie,20,1032,Gold,1.21
713,Sigma,19,1796,Bronze,95.42
714,Alpha,38,3966,Gold,11.73
715,Alpha,29,2459,None,24.24
716,Charlie,45,3469,Platinum,73.47
717,Gamma,21,93,Bronze,68.64
718,Charlie,29,3078,None,49.9
719,Charlie,28,1855,Bronze,40.4
720,Foxtrot,43,2841,Silver,7.76
721,Delta,42,3343,Gold,8.57
722,Alpha,7,1561,Platinum,72.56
723,Bravo,21,4428,Gold,27.03
724,Zeta,16,4404,Platinum,85.64
725,Zeta,6,494,Silver,14.76
726,Zeta,24,3076,None,65.48
727,Bravo,46,3266,None,46.07
728,Alpha,36,205,None,19.51
729,Foxtrot,21,901,None,35.27
730,Nova,6,4676,Platinum,29.74
731,Nova,26,131,None,55.8
732,Delta,39,1962,Silver,83.14
733,Alpha,7,667,Bronze,83.55
734,Delta,30,3223,Gold,52.73
735,Foxtrot,18,4567,Platinum,2.26
736,Nova,30,2513,Platinum,23.82
737,Nova,18,3103,Bronze,86.66
738,Delta,37,1115,Gold,29.4
739,Nova,8,3774,Bronze,94.22
740,Nova,14,2469,Platinum,58.87
741,Sigma,25,4495,Gold,35.36
742,Alpha,16,3164,Gold,25.2
743,Bravo,17,1321,Platinum,45.37
744,Charlie,12,566,Silver,98.81
745,Foxtrot,40,2790,Bronze,87.51
746,Nova,35,1351,Gold,22.72
747,Sigma,42,2638,Bronze,2.46
748,Foxtrot,22,11,None,22.11
749,Zeta,22,1033,Bronze,90.44
750,Foxtrot,48,4186,Bronze,98.82
751,Charlie,26,4690,Silver,41.61
752,Zeta,11,1911,Silver,11.44
753,Delta,18,1732,None,29.51
754,Nova,13,2011,None,82.03
755,Bravo,30,2812,None,22.67
756,Charlie,23,2761,Gold,82.09
757,Alpha,29,2499,Silver,82.7
758,Delta,11,3349,Platinum,33.03
759,Gamma,35,1242,Gold,3.33
760,Nova,29,2597,Gold,2.74
761,Echo,48,2750,Bronze,90.91
762,Zeta,20,4384,Silver,16.14
763,Nova,26,3958,Platinum,94.66
764,Gamma,46,702,Silver,22.93
765,Delta,25,4196,Gold,62.85
766,Zeta,35,2545,Gold,95.79
767,Bravo,19,1228,Gold,23.24
768,Echo,19,1580,Silver,39.54
769,Bravo,7,1598,Platinum,83.65
770,Echo,34,1953,Platinum,57.47
771,Alpha,12,2956,None,61.74
772,Delta,36,3373,Platinum,45.38
773,Nova,4,2435,Bronze,73.62
774,Foxtrot,45,2266,Gold,73.15
775,Gamma,22,4096,Silver,16.07
776,Echo,15,3889,Platinum,49.34
777,Alpha,3,501,Bronze,0.12
778,Bravo,1,3939,Gold,49.0
779,Zeta,12,1427,None,7.53
780,Gamma,7,1809,Gold,38.35
781,Foxtrot,15,3833,Silver,94.77
782,Delta,35,2494,Bronze,32.91
783,Bravo,40,4570,None,92.36
784,Zeta,36,1425,Platinum,62.28
785,Nova,30,733,Silver,45.08
786,Nova,25,4672,Gold,32.73
787,Foxtrot,25,4145,Silver,50.74
788,Alpha,47,519,None,82.22
789,Zeta,4,2836,None,19.15
790,Gamma,22,3980,Gold,15.33
791,Foxtrot,41,381,None,96.85
792,Bravo,3,2242,Platinum,54.75
793,Charlie,31,40,Platinum,22.41
794,Gamma,10,374,Silver,74.55
795,Zeta,33,287,Platinum,66.2
796,Delta,36,2768,Platinum,34.4
797,Alpha,25,3688,Silver,23.8
798,Bravo,48,3445,Bronze,88.58
799,Nova,50,3040,None,51.2
800,Delta,27,366,Silver,75.47
801,Nova,6,2268,None,38.35
802,Gamma,22,1844,None,46.3
803,Echo,18,2757,Silver,54.89
804,Sigma,16,354,Platinum,26.19
805,Gamma,18,598,Bronze,28.37
806,Delta,48,4195,None,3.7
807,Foxtrot,6,2178,Silver,17.8
808,Sigma,5,580,Silver,82.0
809,Nova,48,3501,Platinum,83.3
810,Delta,20,969,Bronze,27.39
811,Zeta,46,1264,None,45.15
812,Sigma,19,2280,Platinum,25.24
813,Echo,42,2105,Gold,20.86
814,Gamma,49,3120,Silver,68.13
815,Echo,37,4224,Silver,81.5
816,Delta,13,724,None,15.32
817,Foxtrot,34,4587,Silver,32.74
818,Gamma,11,559,None,34.47
819,Nova,14,2086,Bronze,19.03
820,Alpha,49,4625,None,79.05
821,Bravo,7,4896,Gold,86.0
822,Zeta,35,4752,Gold,35.82
823,Foxtrot,7,759,Platinum,31.6
824,Foxtrot,2,3473,Gold,40.78
825,Charlie,33,2436,Silver,53.02
826,Nova,14,655,Gold,12.55
827,Delta,48,3185,Platinum,81.1
828,Bravo,45,221,None,43.48
829,Foxtrot,33,700,None,19.65
830,Charlie,15,1251,Gold,20.0
831,Alpha,2,3804,Gold,3.03
832,Bravo,35,1427,Silver,46.41
833,Bravo,45,1831,Platinum,48.57
834,Gamma,48,34,None,72.72
835,Foxtrot,24,1420,Silver,74.4
836,Echo,15,1022,Platinum,8.5
837,Alpha,1,3764,Platinum,70.32
838,Alpha,28,3134,Platinum,59.1
839,Nova,40,899,Gold,18.95
840,Charlie,7,4773,None,12.56
841,Zeta,43,1666,Bronze,39.66
842,Alpha,29,4596,Platinum,32.89
843,Delta,36,3120,None,8.55
844,Bravo,38,3708,Bronze,87.86
845,Sigma,30,1550,None,47.1
846,Echo,48,2694,None,95.48
847,Bravo,41,442,None,93.8
848,Bravo,45,3740,Silver,46.07
849,Zeta,33,264,Silver,67.23
850,Zeta,47,486,Platinum,20.99
851,Zeta,14,2034,Gold,28.13
852,Zeta,7,14,Silver,77.77
853,Charlie,39,3561,Platinum,47.5
854,Alpha,48,1448,Platinum,24.98
855,Gamma,8,3636,Platinum,71.33
856,Sigma,44,4217,Gold,87.94
857,Sigma,26,1951,Silver,9.47
858,Zeta,21,1009,Silver,40.21
859,Bravo,23,954,None,20.7
860,Gamma,19,2713,Bronze,7.03
861,Sigma,37,594,Silver,69.55
862,Sigma,21,3870,Platinum,85.21
863,Alpha,22,2492,Gold,18.97
864,Nova,16,1804,Bronze,38.47
865,Nova,48,747,Gold,5.79
866,Delta,31,2529,Bronze,59.84
867,Gamma,45,1936,Platinum,1.08
868,Bravo,32,4487,Silver,15.55
869,Bravo,36,2420,None,35.25
870,Alpha,6,4620,None,94.93
871,Bravo,17,2477,Bronze,23.42
872,Zeta,3,2573,Silver,5.93
873,Zeta,22,1188,Bronze,47.35
874,Delta,18,943,Bronze,35.47
875,Bravo,50,1477,Silver,66.31
876,Echo,29,4987,Silver,51.06
877,Delta,42,4261,None,71.14
878,Charlie,44,3134,Silver,19.53
879,Charlie,13,4737,Silver,45.24
880,Foxtrot,42,2601,Platinum,50.26
881,Gamma,32,1324,Silver,66.88
882,Delta,39,3110,Gold,78.49
883,Echo,45,289,Silver,41.27
884,Echo,4,472,Silver,47.04
885,Foxtrot,7,3832,None,92.23
886,Zeta,49,2247,None,97.13
887,Delta,10,4944,Gold,1.6
888,Delta,31,4478,Gold,76.78
889,Delta,19,3362,Silver,82.74
890,Delta,15,1387,Silver,67.42
891,Bravo,29,1097,Bronze,97.07
892,Sigma,18,4711,Platinum,10.61
893,Nova,45,80,Gold,29.04
894,Charlie,34,626,None,95.82
895,Echo,2,668,Gold,97.1
896,Charlie,21,2606,Bronze,85.58
897,Alpha,37,3111,Silver,86.39
898,Delta,28,1157,Platinum,5.26
899,Gamma,22,399,Silver,82.8
900,Charlie,4,1756,Gold,65.01
901,Alpha,33,4130,None,93.9
902,Charlie,16,2379,Platinum,68.12
903,Zeta,10,3673,None,63.59
904,Bravo,45,452,Bronze,72.31
905,Sigma,44,2648,None,18.59
906,Nova,17,3073,Gold,98.81
907,Alpha,15,4396,None,46.64
908,Sigma,8,2943,Gold,63.3
909,Alpha,29,4719,Bronze,78.11
910,Charlie,21,1517,Bronze,97.5
911,Nova,26,2900,Bronze,77.38
912,Zeta,23,2994,Gold,54.82
913,Bravo,14,1387,Gold,23.45
914,Bravo,7,1475,None,44.57
915,Foxtrot,36,1967,Silver,92.58
916,Foxtrot,15,412,Platinum,52.36
917,Echo,49,1554,Bronze,73.98
918,Charlie,23,4365,Platinum,95.44
919,Alpha,5,3892,Bronze,25.06
920,Zeta,50,3992,Platinum,31.43
921,Sigma,32,2998,Gold,5.85
922,Zeta,7,1638,Bronze,33.84
923,Gamma,35,1677,Platinum,94.38
924,Gamma,15,2646,Gold,72.44
925,Echo,43,1328,Platinum,51.64
926,Nova,13,2733,Gold,1.18
927,Foxtrot,22,2875,Platinum,92.23
928,Alpha,47,4353,None,47.32
929,Zeta,15,4884,Platinum,81.41
930,Bravo,5,3224,Platinum,86.97
931,Zeta,38,4331,Platinum,9.7
932,Sigma,10,1732,Platinum,57.46
933,Alpha,40,3136,Bronze,87.41
934,Charlie,16,312,None,8.42
935,Nova,12,1044,Bronze,2.35
936,Delta,29,1475,Gold,12.67
937,Charlie,40,985,Gold,17.34
938,Sigma,32,4521,Platinum,67.79
939,Delta,29,752,Gold,83.54
940,Delta,19,3931,Silver,29.81
941,Delta,12,756,Silver,60.52
942,Bravo,45,2656,None,50.91
943,Zeta,10,550,None,22.23
944,Bravo,14,2077,Bronze,44.58
945,Foxtrot,27,4365,None,14.71
946,Foxtrot,31,1219,Gold,72.77
947,Gamma,47,2297,Bronze,51.38
948,Zeta,29,727,Platinum,12.35
949,Nova,25,4243,Bronze,10.84
950,Zeta,14,1965,Silver,69.43
951,Charlie,14,826,Silver,22.65
952,Sigma,4,1540,None,3.66
953,Gamma,48,1807,Platinum,19.81
954,Sigma,21,3588,Gold,99.18
955,Delta,13,3882,Silver,68.66
956,Zeta,22,547,Bronze,87.29
957,Echo,48,1558,Bronze,20.11
958,Bravo,48,3038,Gold,28.31
959,Bravo,25,4277,Bronze,65.07
960,Echo,3,3869,Silver,7.63
961,Sigma,21,4746,Silver,10.6
962,Charlie,21,781,Platinum,68.73
963,Alpha,41,3634,Silver,74.96
964,Sigma,32,4776,None,69.5
965,Gamma,45,3381,None,24.38
966,Bravo,33,3442,Gold,0.5
967,Zeta,32,127,Gold,29.09
968,Bravo,37,979,Platinum,81.99
969,Foxtrot,12,522,None,78.96
970,Nova,10,1451,Silver,67.41
971,Alpha,50,594,Platinum,29.51
972,Zeta,11,1695,Bronze,35.68
973,Charlie,26,4600,Gold,21.07
974,Gamma,48,1946,Gold,10.04
975,Delta,32,1389,Platinum,11.65
976,Bravo,13,1638,Bronze,20.46
977,Charlie,3,3349,Bronze,29.58
978,Nova,46,1242,Platinum,30.57
979,Sigma,38,107,Silver,27.65
980,Zeta,34,1239,Bronze,67.82
981,Foxtrot,34,2807,None,30.53
982,Echo,11,3564,Gold,77.28
983,Charlie,47,3891,Silver,35.14
984,Bravo,17,1769,Silver,58.14
985,Sigma,41,1806,Gold,7.15
986,Nova,24,960,Silver,76.4
987,Alpha,38,397,None,63.93
988,Alpha,18,4785,Gold,17.53
989,Foxtrot,13,3403,Gold,17.75
990,Zeta,37,787,Gold,53.59
991,Nova,6,4490,Gold,60.15
992,Bravo,50,2542,Platinum,16.32
993,Charlie,28,4127,Platinum,78.9
994,Charlie,38,3994,None,91.03
995,Sigma,12,3872,Gold,64.19
996,Alpha,38,925,Gold,65.79
997,Bravo,44,1606,None,36.07
998,Foxtrot,26,2006,Bronze,11.94
999,Sigma,9,971,Gold,95.12
1000,Alpha,11,1173,Bronze,72.69
1001,Foxtrot,14,2692,Platinum,89.33
1002,Echo,33,1031,Platinum,34.17
1003,Alpha,14,1512,Silver,20.86
1004,Foxtrot,23,1167,Gold,57.09
1005,Bravo,26,2119,Platinum,30.98
1006,Bravo,23,2291,None,83.56
1007,Foxtrot,3,2333,Silver,26.54
1008,Delta,39,3104,Platinum,0.57
1009,Delta,12,2130,Gold,74.19
1010,Sigma,16,4946,None,58.74
1011,Foxtrot,31,4185,Gold,57.41
1012,Foxtrot,38,1618,Platinum,60.69
1013,Delta,37,4474,None,0.13
1014,Gamma,2,915,None,70.98
1015,Bravo,48,3067,Bronze,25.81
1016,Sigma,29,4811,Silver,99.98
1017,Charlie,9,1973,Bronze,72.15
1018,Gamma,3,3718,Bronze,83.33
1019,Zeta,37,140,None,85.29
1020,Alpha,16,670,Silver,25.56
1021,Foxtrot,21,2174,Bronze,44.62
1022,Charlie,25,397,None,49.92
1023,Bravo,16,596,Platinum,50.97
1024,Gamma,32,633,Gold,59.9
1025,Foxtrot,4,1986,Silver,80.1
1026,Alpha,42,1016,Bronze,30.63
1027,Foxtrot,41,1635,Platinum,7.06
1028,Bravo,47,4369,Gold,18.35
1029,Charlie,46,1738,Gold,54.91
1030,Bravo,8,3087,None,58.76
1031,Gamma,32,1436,None,81.43
1032,Gamma,32,1423,Gold,41.25
1033,Alpha,30,1681,None,65.81
1034,Foxtrot,45,2987,None,29.14
1035,Echo,35,2542,Bronze,0.88
1036,Bravo,23,1228,Silver,44.61
1037,Nova,30,3438,Platinum,32.91
1038,Sigma,13,537,Silver,32.75
1039,Nova,2,3148,Silver,37.12
1040,Bravo,37,3039,Bronze,11.25
1041,Foxtrot,32,3249,Bronze,17.04
1042,Sigma,30,401,Platinum,4.74
1043,Sigma,43,1786,Silver,33.47
1044,Echo,28,2140,Bronze,23.19
1045,Echo,21,4165,Silver,40.93
1046,Echo,43,1499,Gold,91.15
1047,Zeta,42,3106,Platinum,17.63
1048,Charlie,45,4234,Platinum,78.67
1049,Gamma,16,4411,Platinum,21.94
1050,Charlie,19,2159,None,49.07
1051,Bravo,35,2148,Bronze,25.78
1052,Foxtrot,35,2234,None,1.64
1053,Gamma,49,809,Platinum,45.06
1054,Delta,37,3519,Gold,53.18
1055,Sigma,40,205,Platinum,5.11
1056,Delta,47,4849,Gold,46.96
1057,Sigma,46,3000,Platinum,33.61
1058,Zeta,49,2196,Platinum,81.12
1059,Delta,10,3874,Platinum,99.32
1060,Zeta,2,3326,Silver,29.72
1061,Nova,41,1452,None,33.61
1062,Zeta,49,2093,Platinum,69.47
1063,Zeta,37,2200,None,32.33
1064,Echo,8,3269,Bronze,51.08
1065,Foxtrot,10,668,Platinum,32.7
1066,Nova,41,1821,Gold,15.78
1067,Sigma,24,1642,Silver,8.26
1068,Charlie,22,4403,Gold,83.43
1069,Echo,16,538,None,74.16
1070,Gamma,33,4834,Gold,1.93
1071,Alpha,12,3254,Silver,97.66
1072,Nova,11,4036,Gold,65.07
1073,Sigma,31,1970,Gold,30.98
1074,Echo,40,1948,Gold,55.38
1075,Foxtrot,33,1200,Silver,44.68
1076,Nova,21,998,Silver,43.93
1077,Charlie,29,2492,Silver,91.09
1078,Delta,9,476,Silver,15.04
1079,Bravo,5,3447,Bronze,80.51
1080,Charlie,43,1910,None,43.84
1081,Zeta,44,2493,Silver,0.28
1082,Alpha,4,3257,Gold,43.31
1083,Echo,42,4148,None,86.36
1084,Zeta,20,4607,Silver,73.93
1085,Charlie,6,3963,Gold,59.97
1086,Gamma,10,3631,Bronze,48.54
1087,Foxtrot,35,4707,None,11.39
1088,Delta,45,4074,Gold,76.72
1089,Gamma,37,2979,Gold,47.14
1090,Charlie,3,770,Silver,92.74
1091,Sigma,9,4093,Bronze,64.33
1092,Delta,14,4073,Platinum,74.05
1093,Foxtrot,20,1297,Gold,6.5
1094,Echo,50,4977,Gold,85.8
1095,Alpha,23,3755,Silver,74.03
1096,Echo,48,2912,None,33.66
1097,Alpha,24,3171,Silver,34.63
1098,Echo,30,1011,Platinum,4.77
1099,Alpha,5,4661,Gold,56.38
1100,Alpha,30,1023,Platinum,46.81
1101,Gamma,4,1300,None,15.72
1102,Alpha,5,1945,Silver,51.93
1103,Gamma,2,241,Gold,57.24
1104,Nova,48,1794,Platinum,84.77
1105,Delta,21,2902,Silver,54.33
1106,Foxtrot,41,4106,Bronze,66.03
1107,Delta,29,3073,Platinum,95.53
1108,Zeta,17,2167,Silver,90.8
1109,Charlie,28,1,Gold,28.96
1110,Charlie,20,2340,None,88.52
1111,Gamma,20,2925,Silver,13.33
1112,Zeta,22,4397,Bronze,17.7
1113,Foxtrot,2,2275,Bronze,73.66
1114,Nova,23,2855,Platinum,0.81
1115,Foxtrot,24,1528,Gold,28.86
1116,Foxtrot,19,591,None,75.4
1117,Gamma,3,1880,Platinum,86.14
1118,Sigma,12,4151,Bronze,37.28
1119,Gamma,15,3473,None,77.45
1120,Gamma,32,4251,Platinum,26.27
1121,Sigma,32,1270,None,16.26
1122,Bravo,26,4791,Bronze,15.66
1123,Foxtrot,48,1539,Gold,96.67
1124,Charlie,32,492,None,25.52
1125,Sigma,14,3382,Gold,38.63
1126,Echo,44,4204,Platinum,37.7
1127,Foxtrot,42,8,None,1.81
1128,Echo,5,3653,Bronze,19.37
1129,Delta,41,516,Silver,98.25
1130,Zeta,12,2633,Platinum,16.82
1131,Zeta,27,3372,None,0.46
1132,Alpha,11,184,Platinum,84.51
1133,Sigma,4,1296,Gold,59.91
1134,Nova,14,1731,Gold,24.25
1135,Foxtrot,9,1408,Silver,1.87
1136,Echo,1,1,None,19.82
1137,Zeta,19,3076,Bronze,99.52
1138,Charlie,42,4463,Bronze,74.5
1139,Foxtrot,23,2914,None,60.85
1140,Sigma,40,4926,Platinum,96.93
1141,Charlie,46,1105,Silver,17.6
1142,Delta,30,4227,Gold,60.33
1143,Alpha,28,666,Bronze,11.72
1144,Gamma,5,1619,Bronze,20.08
1145,Delta,41,2482,Silver,24.24
1146,Sigma,21,459,Bronze,96.17
1147,Sigma,35,4462,Silver,92.52
1148,Foxtrot,2,3844,Bronze,87.86
1149,Delta,39,3611,None,21.88
1150,Echo,2,1615,Platinum,41.76
1151,Nova,38,320,Silver,46.05
1152,Alpha,25,908,Gold,54.28
1153,Foxtrot,20,2517,Platinum,65.86
1154,Charlie,2,695,Gold,61.03
1155,Alpha,49,2273,None,43.83
1156,Gamma,47,3998,Gold,47.72
1157,Alpha,22,1269,Silver,85.38
1158,Echo,38,4908,Silver,89.37
1159,Gamma,7,768,Platinum,38.51
1160,Nova,50,4681,None,61.19
1161,Zeta,44,2666,Platinum,31.6
1162,Alpha,17,2174,Silver,24.1
1163,Nova,34,3447,Platinum,62.72
1164,Foxtrot,24,4964,Silver,75.87
1165,Bravo,33,551,Bronze,97.65
1166,Nova,47,2290,Platinum,67.49
1167,Nova,18,3427,Silver,13.39
1168,Bravo,48,2357,Bronze,31.77
1169,Gamma,39,4834,Platinum,83.01
1170,Zeta,39,3066,Silver,59.17
1171,Nova,15,935,Gold,70.18
1172,Alpha,21,3820,Gold,19.67
1173,Charlie,3,1176,Bronze,74.42
1174,Bravo,1,1444,Bronze,78.48
1175,Echo,41,1850,Gold,91.66
1176,Zeta,18,667,Platinum,25.5
1177,Delta,38,4642,Bronze,16.98
1178,Delta,8,211,Bronze,45.49
1179,Charlie,37,4690,Silver,26.36
1180,Echo,43,1228,Silver,78.51
1181,Foxtrot,15,1272,Platinum,22.43
1182,Bravo,20,1559,None,19.47
1183,Foxtrot,28,2324,Silver,53.69
1184,Nova,40,4295,Gold,95.17
1185,Sigma,12,4513,Gold,25.45
1186,Sigma,38,2058,None,12.88
1187,Foxtrot,12,4148,Gold,75.07
1188,Zeta,46,4749,None,25.95
1189,Bravo,48,2107,Gold,9.09
1190,Bravo,24,3795,Platinum,74.97
1191,Zeta,33,1419,Platinum,4.06
1192,Zeta,30,4499,Silver,70.91
1193,Delta,27,2672,Bronze,50.63
1194,Delta,12,2745,Gold,42.93
1195,Bravo,19,2751,Platinum,74.64
1196,Foxtrot,26,2420,Silver,92.62
1197,Delta,33,2763,Platinum,98.35
1198,Echo,41,101,Platinum,59.99
1199,Alpha,3,844,None,23.43
1200,Delta,49,3996,Platinum,70.59
1201,Delta,22,679,Gold,11.48
1202,Foxtrot,4,276,Silver,40.32
1203,Charlie,15,4817,Bronze,90.0
1204,Echo,36,4795,Gold,72.08
1205,Foxtrot,25,4820,Bronze,56.04
1206,Sigma,16,4449,None,90.45
1207,Foxtrot,41,4711,None,30.28
1208,Zeta,14,3835,Silver,47.43
1209,Foxtrot,30,1496,None,56.29
1210,Alpha,5,401,Bronze,54.39
1211,Echo,19,4603,None,51.82
1212,Foxtrot,16,230,Silver,32.11
1213,Delta,32,309,Platinum,5.78
1214,Zeta,31,161,Silver,9.51
1215,Nova,30,2910,None,91.49
1216,Echo,20,1867,Platinum,0.48
1217,Nova,11,414,None,92.11
1218,Gamma,21,4135,Silver,87.7
1219,Delta,38,2764,None,50.61
1220,Sigma,19,48,Platinum,57.74
1221,Alpha,10,1009,Silver,13.26
1222,Delta,6,4299,Platinum,82.74
1223,Echo,25,470,Platinum,45.87
1224,Sigma,37,2750,None,91.51
1225,Foxtrot,28,2382,Gold,2.72
1226,Delta,39,1864,None,78.02
1227,Alpha,47,415,Silver,39.67
1228,Zeta,30,2920,None,90.85
1229,Foxtrot,1,1293,None,22.93
1230,Echo,17,841,Bronze,43.48
1231,Delta,43,2815,Platinum,52.14
1232,Echo,39,4922,Silver,74.53
1233,Zeta,38,2785,Silver,63.07
1234,Charlie,15,4123,Platinum,91.6
1235,Delta,25,2706,None,42.95
1236,Nova,12,1374,Bronze,71.23
1237,Delta,14,4773,Bronze,71.21
1238,Foxtrot,22,3559,Platinum,25.15
1239,Echo,30,993,Platinum,53.94
1240,Foxtrot,1,437,Platinum,8.16
1241,Charlie,12,4675,Bronze,79.35
1242,Alpha,29,3971,Platinum,56.34
1243,Bravo,2,3895,Platinum,72.91
1244,Alpha,48,2161,Bronze,33.53
1245,Alpha,28,2499,None,86.04
1246,Charlie,23,4008,Silver,92.89
1247,Delta,7,1494,Silver,52.45
1248,Sigma,11,3279,Silver,70.25
1249,Bravo,13,4292,Platinum,59.17
1250,Nova,3,2800,Platinum,77.18
1251,Echo,34,2026,Silver,24.64
1252,Nova,11,2677,Silver,79.5
1253,Nova,39,102,Gold,54.88
1254,Echo,40,4980,Gold,75.63
1255,Sigma,44,2957,None,9.28
1256,Gamma,2,137,Silver,14.77
1257,Charlie,3,551,None,78.64
1258,Alpha,25,2174,Bronze,81.83
1259,Nova,9,424,None,32.6
1260,Foxtrot,21,2407,Silver,38.59
1261,Bravo,39,1722,Bronze,2.35
1262,Sigma,25,3085,Bronze,14.51
1263,Delta,40,3525,Bronze,74.06
1264,Bravo,3,2268,Bronze,37.02
1265,Charlie,45,4132,Platinum,79.23
1266,Nova,17,2906,Bronze,37.54
1267,Zeta,8,3932,Silver,75.33
1268,Echo,18,4083,Platinum,88.5
1269,Charlie,50,1310,Platinum,39.78
1270,Charlie,29,70,Bronze,12.76
1271,Echo,27,1313,None,67.0
1272,Delta,30,2704,Silver,51.36
1273,Bravo,21,3197,None,12.93
1274,Charlie,25,3939,None,85.1
1275,Alpha,6,3689,Silver,52.29
1276,Bravo,10,3644,Gold,43.71
1277,Sigma,39,2544,Platinum,90.18
1278,Bravo,12,2536,Bronze,71.95
1279,Echo,39,2928,Bronze,38.95
1280,Sigma,38,4942,None,28.63
1281,Gamma,22,2676,None,77.33
1282,Charlie,16,1050,Bronze,73.31
1283,Gamma,48,2260,Bronze,89.09
1284,Charlie,12,1837,None,44.5
1285,Zeta,7,608,Bronze,63.72
1286,Sigma,28,1991,Gold,97.19
1287,Foxtrot,24,2800,None,80.66
1288,Gamma,27,1844,Silver,96.92
1289,Sigma,32,1985,None,5.1
1290,Sigma,17,4780,Silver,28.91
1291,Echo,9,2902,Platinum,83.87
1292,Zeta,11,1794,None,35.51
1293,Foxtrot,4,1361,Silver,2.27
1294,Zeta,43,4194,Gold,55.08
1295,Delta,12,4723,None,8.77
1296,Gamma,4,79,Gold,66.38
1297,Charlie,26,2102,Bronze,29.47
1298,Charlie,36,125,Gold,14.21
1299,Delta,36,3450,Silver,12.05
1300,Alpha,25,4049,Gold,18.33
1301,Bravo,48,638,Gold,82.55
1302,Delta,13,628,Gold,72.08
1303,Echo,16,2571,Bronze,15.81
1304,Gamma,30,2351,Silver,27.13
1305,Gamma,36,344,Gold,61.78
1306,Zeta,29,384,None,91.6
1307,Alpha,45,2758,Silver,22.06
1308,Nova,10,2583,Gold,18.25
1309,Charlie,10,3952,Platinum,38.3
1310,Bravo,2,4199,Gold,14.48
1311,Zeta,36,3478,None,12.94
1312,Bravo,1,3411,None,1.74
1313,Bravo,34,1216,Platinum,18.09
1314,Charlie,13,3888,None,56.26
1315,Nova,13,4260,None,73.75
1316,Foxtrot,29,2629,None,53.44
1317,Delta,30,4802,None,27.09
1318,Charlie,38,314,Silver,84.53
1319,Nova,7,1971,Gold,67.78
1320,Echo,38,1797,Silver,66.37
1321,Foxtrot,44,681,Platinum,8.06
1322,Foxtrot,46,601,Bronze,7.09
1323,Charlie,30,2644,None,7.56
1324,Delta,50,1252,Silver,44.31
1325,Charlie,29,1652,Silver,65.82
1326,Echo,38,902,Silver,43.32
1327,Alpha,20,1282,Silver,13.35
1328,Bravo,31,444,Silver,21.98
1329,Bravo,32,3869,Gold,34.18
1330,Bravo,28,4858,Platinum,50.91
1331,Echo,47,1631,Silver,17.44
1332,Charlie,30,2990,None,84.07
1333,Foxtrot,23,1677,None,86.7
1334,Foxtrot,9,2529,Gold,25.59
1335,Foxtrot,44,3060,Platinum,32.19
1336,Gamma,2,1102,Bronze,16.45
1337,Delta,36,2641,Platinum,54.4
1338,Foxtrot,50,2363,Bronze,48.71
1339,Nova,3,4515,Gold,97.96
1340,Nova,30,213,Silver,41.04
1341,Echo,48,4697,Bronze,4.97
1342,Sigma,43,4037,Platinum,56.64
1343,Nova,22,481,Gold,78.08
1344,Foxtrot,41,1328,Bronze,86.63
1345,Echo,37,678,Platinum,4.07
1346,Delta,14,3256,Silver,96.74
1347,Gamma,11,3056,Gold,70.64
1348,Bravo,35,4307,None,6.86
1349,Nova,9,476,Silver,29.42
1350,Delta,43,2705,Silver,4.52
1351,Foxtrot,46,3473,Gold,98.23
1352,Bravo,12,4515,None,93.39
1353,Echo,16,1934,Bronze,79.48
1354,Zeta,20,695,Silver,87.91
1355,Gamma,17,2504,Gold,96.37
1356,Gamma,8,961,Platinum,98.59
1357,Echo,20,1467,None,30.43
1358,Charlie,27,977,Gold,90.72
1359,Bravo,21,4983,Gold,57.74
1360,Delta,39,4844,None,83.66
1361,Nova,19,4876,Gold,28.2
1362,Delta,36,3028,Silver,8.45
1363,Delta,14,1420,Bronze,56.53
1364,Foxtrot,27,641,None,41.17
1365,Zeta,18,2456,Bronze,60.98
1366,Charlie,43,3248,Platinum,27.5
1367,Nova,49,2064,Platinum,68.53
1368,Gamma,12,3466,None,88.31
1369,Echo,20,1681,Silver,59.27
1370,Gamma,36,2153,Bronze,89.72
1371,Charlie,49,3050,Platinum,41.51
1372,Echo,44,574,Platinum,80.84
1373,Delta,42,2372,None,58.8
1374,Nova,42,1093,Bronze,30.66
1375,Delta,36,754,Gold,4.93
1376,Alpha,20,1037,Gold,12.53
1377,Zeta,36,2091,None,26.27
1378,Foxtrot,37,994,Gold,39.53
1379,Gamma,16,2391,Silver,18.3
1380,Gamma,11,478,None,64.92
1381,Delta,38,3340,None,80.64
1382,Alpha,18,4824,None,12.41
1383,Alpha,32,860,Silver,60.81
1384,Gamma,35,2712,Bronze,30.0
1385,Charlie,41,3952,Bronze,13.41
1386,Charlie,22,3597,Gold,65.01
1387,Bravo,36,626,Platinum,9.3
1388,Charlie,4,217,Bronze,66.03
1389,Charlie,29,4978,Platinum,92.78
1390,Delta,36,4542,None,29.01
1391,Bravo,41,5,Platinum,73.37
1392,Sigma,1,4692,None,96.26
1393,Zeta,10,2484,Platinum,60.07
1394,Bravo,7,1725,None,49.41
1395,Bravo,40,1537,Platinum,89.61
1396,Zeta,16,3844,Silver,57.46
1397,Nova,11,336,Platinum,58.9
1398,Delta,29,583,None,66.66
